domain,name,category,prompts,wikipedia
profession,Pin,sewing_occupations,A pin is a device used ,"the bobby pin), or two strips of a rigid material bound together by a spring at one end so that, when the spring held open, one can insert some material between the prongs at the other end that, the spring allowed to close, then clamp the inserted material."
profession,Pin,sewing_occupations,"the bobby pin), or two strips of ","A pin is a device used for fastening objects or material together, and can have three sorts of body:  a shaft of a rigid inflexible material meant to be inserted in a slot, groove, or hole; a shaft connected to a head and ending in a sharp tip meant to pierce one or more pieces of soft materials like cloth or paper; a single strip of a rigid but flexible material (e.g."
profession,Pin,sewing_occupations,"the bobby pin), or two strips of ","the bobby pin), or two strips of a rigid material bound together by a spring at one end so that, when the spring held open, one can insert some material between the prongs at the other end that, the spring allowed to close, then clamp the inserted material."
profession,Pincushion,sewing_occupations,"A pincushion is a small, stuffed ","A pincushion is a small, stuffed cushion, typically 3–5 cm across, which is used in sewing to store pins or needles with their heads protruding to take hold of them easily, collect them, and keep them organized."
profession,Pincushion,sewing_occupations,"A pincushion is a small, stuffed ",Pincushions are typically filled tightly with stuffing to hold pins rigidly in place.
profession,Pincushion,sewing_occupations,Pincushions are typically filled tightly with ,"A pincushion is a small, stuffed cushion, typically 3–5 cm across, which is used in sewing to store pins or needles with their heads protruding to take hold of them easily, collect them, and keep them organized."
profession,Pincushion,sewing_occupations,Pincushions are typically filled tightly with ,Pincushions are typically filled tightly with stuffing to hold pins rigidly in place.
profession,Pinking_shears,sewing_occupations,"Pinking shears are scissors, the blades of ","Pinking shears are scissors, the blades of which are sawtoothed instead of straight."
profession,Pinking_shears,sewing_occupations,"Pinking shears are scissors, the blades of ",The pinking shears design was patented by Louise Austin in 1893.
profession,Pinking_shears,sewing_occupations,The pinking shears design was patented by ,"Pinking shears are scissors, the blades of which are sawtoothed instead of straight."
profession,Pinking_shears,sewing_occupations,The pinking shears design was patented by ,The pinking shears design was patented by Louise Austin in 1893.
profession,Scissors,sewing_occupations,A pair of scissors consists of ,A pair of scissors consists of a pair of metal blades pivoted so that the sharpened edges slide against each other when the handles opposite to the pivot are closed.
profession,Scissors,sewing_occupations,A pair of scissors consists of ,"Scissors are used for cutting various thin materials, such as paper, cardboard, metal foil, cloth, rope, and wire."
profession,Scissors,sewing_occupations,Scissors are used for cutting various ,A pair of scissors consists of a pair of metal blades pivoted so that the sharpened edges slide against each other when the handles opposite to the pivot are closed.
profession,Scissors,sewing_occupations,Scissors are used for cutting various ,"Scissors are used for cutting various thin materials, such as paper, cardboard, metal foil, cloth, rope, and wire."
profession,Seam_ripper,sewing_occupations,A seam ripper is a small sewing ,"A seam ripper is a small sewing tool used for cutting and removing stitches.The most common form consists of a handle, shaft and head."
profession,Sewing_gauge,sewing_occupations,"A sewing gauge is a ruler, typically ","A sewing gauge is a ruler, typically 6 inches long, used for measuring short spaces."
profession,Sewing_needle,sewing_occupations,"A sewing needle, used for hand-sewing, is ","A sewing needle, used for hand-sewing, is a long slender tool with a pointed tip at one end and a hole at the other."
profession,Sewing_needle,sewing_occupations,"A sewing needle, used for hand-sewing, is ","Sewing needles may also be kept in an étui, a small box that held needles and other items such as scissors, pencils and tweezers."
profession,Sewing_needle,sewing_occupations,Sewing needles may also be kept in ,"A sewing needle, used for hand-sewing, is a long slender tool with a pointed tip at one end and a hole at the other."
profession,Sewing_needle,sewing_occupations,Sewing needles may also be kept in ,"Sewing needles may also be kept in an étui, a small box that held needles and other items such as scissors, pencils and tweezers."
profession,Stitching_awl,sewing_occupations,A stitching awl is a tool with ,"A stitching awl is a tool with which holes can be punctured in a variety of materials, or existing holes can be enlarged."
profession,Stitching_awl,sewing_occupations,A stitching awl is a tool with ,Stitching awls are frequently used by shoe repairers and other leatherworkers.
profession,Stitching_awl,sewing_occupations,Stitching awls are frequently used by shoe ,"A stitching awl is a tool with which holes can be punctured in a variety of materials, or existing holes can be enlarged."
profession,Stitching_awl,sewing_occupations,Stitching awls are frequently used by shoe ,Stitching awls are frequently used by shoe repairers and other leatherworkers.
profession,Tape_measure,sewing_occupations,A tape measure or measuring tape is ,A tape measure or measuring tape is a flexible ruler used to measure size or distance.
profession,Tape_measure,sewing_occupations,A tape measure or measuring tape is ,Spring return pocket tape measures will generally fit in a pocket.
profession,Tape_measure,sewing_occupations,Spring return pocket tape measures will generally fit ,A tape measure or measuring tape is a flexible ruler used to measure size or distance.
profession,Tape_measure,sewing_occupations,Spring return pocket tape measures will generally fit ,Spring return pocket tape measures will generally fit in a pocket.
profession,Thimble,sewing_occupations,A thimble is a small hard ,A thimble is a small hard pitted cup worn for protection on the finger that pushes the needle in sewing.
profession,Thimble,sewing_occupations,A thimble is a small hard ,"Usually, thimbles with a closed top are used by dressmakers but special thimbles with an opening at the end are used by tailors as this allows them to manipulate the cloth more easily."
profession,Thimble,sewing_occupations,"Usually, thimbles with a closed top ",A thimble is a small hard pitted cup worn for protection on the finger that pushes the needle in sewing.
profession,Thimble,sewing_occupations,"Usually, thimbles with a closed top ","Usually, thimbles with a closed top are used by dressmakers but special thimbles with an opening at the end are used by tailors as this allows them to manipulate the cloth more easily."
profession,Tracing_paper,sewing_occupations,Tracing paper is paper made to have ,"Tracing paper is paper made to have low opacity, allowing light to pass through."
profession,Tracing_paper,sewing_occupations,Tracing paper is paper made to have ,"Tracing paper is resistant to oil, grease and to a large extent impervious to water and gas.The sizing in production will determine whether it is for laser printer or inkjet/offset printing."
profession,Tracing_paper,sewing_occupations,"Tracing paper is resistant to oil, grease and ","Tracing paper is paper made to have low opacity, allowing light to pass through."
profession,Tracing_paper,sewing_occupations,"Tracing paper is resistant to oil, grease and ","Tracing paper is resistant to oil, grease and to a large extent impervious to water and gas.The sizing in production will determine whether it is for laser printer or inkjet/offset printing."
profession,Tracing_wheel,sewing_occupations,"A tracing wheel, also known as a ","A tracing wheel, also known as a pattern wheel, pounce wheel, and dart wheel, is an instrument with multiple teeth on a wheel attached to a handle."
profession,Tracing_wheel,sewing_occupations,"A tracing wheel, also known as a ",The double tracing wheel has two parallel wheels that can be positioned a variable distance apart.
profession,Tracing_wheel,sewing_occupations,The double tracing wheel has two parallel ,"A tracing wheel, also known as a pattern wheel, pounce wheel, and dart wheel, is an instrument with multiple teeth on a wheel attached to a handle."
profession,Tracing_wheel,sewing_occupations,The double tracing wheel has two parallel ,The double tracing wheel has two parallel wheels that can be positioned a variable distance apart.
profession,Cloth_merchant,sewing_occupations,A cloth merchant might additionally have owned ,A cloth merchant might additionally have owned a number of draper's shops.
profession,Cloth_merchant,sewing_occupations,A cloth merchant might additionally have owned ,Cloth was extremely expensive and cloth merchants were often very wealthy.
profession,Cloth_merchant,sewing_occupations,Cloth was extremely expensive and cloth merchants ,A cloth merchant might additionally have owned a number of draper's shops.
profession,Cloth_merchant,sewing_occupations,Cloth was extremely expensive and cloth merchants ,Cloth was extremely expensive and cloth merchants were often very wealthy.
profession,Haberdasher,sewing_occupations,"In the United Kingdom, a ","In the United Kingdom, a haberdasher is a person who sells small articles for sewing, such as buttons, ribbons, and zips; in the United States, the term refers instead to  a retailer who sells men's clothing, including suits, shirts, and neckties."
profession,Haberdasher,sewing_occupations,"In the United Kingdom, a ",The sewing articles are called haberdashery in British English; the corresponding term is  notions  in American English.
profession,Haberdasher,sewing_occupations,The sewing articles are called haberdashery ,"In the United Kingdom, a haberdasher is a person who sells small articles for sewing, such as buttons, ribbons, and zips; in the United States, the term refers instead to  a retailer who sells men's clothing, including suits, shirts, and neckties."
profession,Haberdasher,sewing_occupations,The sewing articles are called haberdashery ,The sewing articles are called haberdashery in British English; the corresponding term is  notions  in American English.
profession,Mercery,sewing_occupations,"Mercery initially referred to silk, linen, ","Mercery initially referred to silk, linen, and fustian textiles imported to England in the 12th century.The term mercery later extended to goods made of these and the sellers of those goods."
profession,Sewing_machine,sewing_occupations,A sewing machine is a machine used ,A sewing machine is a machine used to sew fabric and  materials together with thread.
profession,Sewing_machine,sewing_occupations,A sewing machine is a machine used ,Sewing machines were invented during the first Industrial Revolution to decrease the amount of manual sewing work performed in clothing companies.
profession,Sewing_machine,sewing_occupations,Sewing machines were invented during the first ,A sewing machine is a machine used to sew fabric and  materials together with thread.
profession,Sewing_machine,sewing_occupations,Sewing machines were invented during the first ,Sewing machines were invented during the first Industrial Revolution to decrease the amount of manual sewing work performed in clothing companies.
profession,Bernina_International,sewing_occupations,Bernina International AG is a privately owned ,Bernina International AG is a privately owned international manufacturer of sewing and embroidery systems.
profession,Brother_Industries,sewing_occupations,"Brother Industries, Ltd. is a Japanese multinational ","Brother Industries, Ltd. is a Japanese multinational electronics and electrical equipment company headquartered in Nagoya, Japan."
profession,Brother_Industries,sewing_occupations,"Brother Industries, Ltd. is a Japanese multinational ","Brother Industries manufactures mechanical sewing machines in Zhuhai, China and computerised sewing & embroidery machines in Taiwan."
profession,Brother_Industries,sewing_occupations,Brother Industries manufactures mechanical sewing machines in ,"Brother Industries, Ltd. is a Japanese multinational electronics and electrical equipment company headquartered in Nagoya, Japan."
profession,Brother_Industries,sewing_occupations,Brother Industries manufactures mechanical sewing machines in ,"Brother Industries manufactures mechanical sewing machines in Zhuhai, China and computerised sewing & embroidery machines in Taiwan."
profession,Elias_Howe,sewing_occupations,Elias Howe Jr. was an American inventor ,Elias Howe Jr. was an American inventor best known for his creation of the modern lockstitch sewing machine.
profession,Elias_Howe,sewing_occupations,Elias Howe Jr. was an American inventor ,"Elias Howe's Sewing Machine
		
		
Despite securing his patent, Howe had considerable difficulty finding investors in the United States to finance production of his invention, so his elder brother Amasa Bemis Howe traveled to England in October 1846 to seek financing."
profession,Elias_Howe,sewing_occupations,"Elias Howe's Sewing Machine
		
		
Despite securing his patent, Howe ",Elias Howe Jr. was an American inventor best known for his creation of the modern lockstitch sewing machine.
profession,Elias_Howe,sewing_occupations,"Elias Howe's Sewing Machine
		
		
Despite securing his patent, Howe ","Elias Howe's Sewing Machine
		
		
Despite securing his patent, Howe had considerable difficulty finding investors in the United States to finance production of his invention, so his elder brother Amasa Bemis Howe traveled to England in October 1846 to seek financing."
profession,Janome,sewing_occupations,Janome is a Japanese company that ,"Janome is a Japanese company that produces sewing machines, with manufacturing plants in Japan, Taiwan and Thailand."
profession,Janome,sewing_occupations,Janome is a Japanese company that ,"In 1935, the Janome trademark was established, and the company was renamed to Janome Sewing Machine Co., Ltd. in 1954."
profession,Janome,sewing_occupations,"In 1935, the Janome trademark was ","Janome is a Japanese company that produces sewing machines, with manufacturing plants in Japan, Taiwan and Thailand."
profession,Janome,sewing_occupations,"In 1935, the Janome trademark was ","In 1935, the Janome trademark was established, and the company was renamed to Janome Sewing Machine Co., Ltd. in 1954."
profession,Jones_Sewing_Machine_Company,sewing_occupations,The Jones Sewing Machine Company was a British manufacturer ,The Jones Sewing Machine Company was a British manufacturer of sewing machines founded in 1860 by William Jones and Thomas Chadwick under the name Chadwick and Jones that later become known as the Jones Sewing Machine Company.
profession,Juki,sewing_occupations,JUKI Corporation is a Japanese manufacturer ,"JUKI Corporation is a Japanese manufacturer of industrial sewing machines and recently domestic machines headquartered in Tama-shi, Tokyo."
profession,Juki,sewing_occupations,JUKI Corporation is a Japanese manufacturer ,JUKI ranks as the no.1 sewing machine manufacturer in the world.
profession,Juki,sewing_occupations,JUKI ranks as the no.1 sewing ,"JUKI Corporation is a Japanese manufacturer of industrial sewing machines and recently domestic machines headquartered in Tama-shi, Tokyo."
profession,Juki,sewing_occupations,JUKI ranks as the no.1 sewing ,JUKI ranks as the no.1 sewing machine manufacturer in the world.
profession,Merrow_Sewing_Machine_Company,sewing_occupations,"The Merrow Sewing Machine Company, best known for inventing ","The Merrow Sewing Machine Company, best known for inventing the overlock sewing machine, is a manufacturer of sewing machines."
profession,William_L._Grout,sewing_occupations,William L. Grout was an U. S. industrialist ,William L. Grout was an U. S. industrialist and pioneer manufacturer of sewing machines and automobiles.
profession,William_L._Grout,sewing_occupations,William L. Grout was an U. S. industrialist ,"William L. Grout died on April 20th, 1908, leaving the company in trouble again."
profession,William_L._Grout,sewing_occupations,"William L. Grout died on April 20th, 1908, ",William L. Grout was an U. S. industrialist and pioneer manufacturer of sewing machines and automobiles.
profession,William_L._Grout,sewing_occupations,"William L. Grout died on April 20th, 1908, ","William L. Grout died on April 20th, 1908, leaving the company in trouble again."
profession,Pfaff,sewing_occupations,"Pfaff's first machine was handmade, and ","Pfaff's first machine was handmade, and designed to sew leather in the manufacture of shoes."
profession,Pfaff,sewing_occupations,"Pfaff's first machine was handmade, and ","In 1885, Georg Michael Pfaff opened a sewing machine shop in London."
profession,Pfaff,sewing_occupations,"In 1885, Georg Michael Pfaff opened ","Pfaff's first machine was handmade, and designed to sew leather in the manufacture of shoes."
profession,Pfaff,sewing_occupations,"In 1885, Georg Michael Pfaff opened ","In 1885, Georg Michael Pfaff opened a sewing machine shop in London."
profession,Sewmor,sewing_occupations,Sewmor sewing machines were designed and ,"Sewmor sewing machines were designed and manufactured in post-World War II Japan and imported/badged by the Consolidated Sewing Machine Corporation in New York City, New York."
profession,Singer_Corporation,sewing_occupations,Singer Corporation is an American manufacturer of ,"Singer Corporation is an American manufacturer of consumer sewing machines, first established as I. M. Singer & Co. in 1851 by Isaac M. Singer with New York lawyer Edward C. Clark."
profession,Tape_edge_machine,sewing_occupations,A tape edge machine is a type of ,A tape edge machine is a type of sewing machine used in the bedding industry to finish the top and bottom edges of a mattress.
profession,VSM_Group,sewing_occupations,"VSM Group AB, previously named Husqvarna Sewing Machines ","VSM Group AB, previously named Husqvarna Sewing Machines is a company based in Huskvarna, Sweden."
profession,VSM_Group,sewing_occupations,"VSM Group AB, previously named Husqvarna Sewing Machines ","In February 2006 VSM Group was bought by Kohlberg & Co., who already owned the brand Singer."
profession,VSM_Group,sewing_occupations,In February 2006 VSM Group was bought ,"VSM Group AB, previously named Husqvarna Sewing Machines is a company based in Huskvarna, Sweden."
profession,VSM_Group,sewing_occupations,In February 2006 VSM Group was bought ,"In February 2006 VSM Group was bought by Kohlberg & Co., who already owned the brand Singer."
profession,White_Sewing_Machine_Company,sewing_occupations,The White Sewing Machine Company was a sewing machine ,"The White Sewing Machine Company was a sewing machine company founded in 1858  in Templeton, Massachusetts, by Thomas H. White and  based in Cleveland, Ohio, since 1866."
profession,White_Sewing_Machine_Company,sewing_occupations,The White Sewing Machine Company was a sewing machine ,"By 1923, the White Sewing Machine Company had divested all side ventures to focus solely on sewing machines and accessories.By the early 1950s, however, White was losing money amid a flood of cheaper imported sewing machines and the loss of a supplier contract from Sears, which had represented 40 percent of White's business."
profession,White_Sewing_Machine_Company,sewing_occupations,"By 1923, the White Sewing Machine Company had divested ","The White Sewing Machine Company was a sewing machine company founded in 1858  in Templeton, Massachusetts, by Thomas H. White and  based in Cleveland, Ohio, since 1866."
profession,White_Sewing_Machine_Company,sewing_occupations,"By 1923, the White Sewing Machine Company had divested ","By 1923, the White Sewing Machine Company had divested all side ventures to focus solely on sewing machines and accessories.By the early 1950s, however, White was losing money amid a flood of cheaper imported sewing machines and the loss of a supplier contract from Sears, which had represented 40 percent of White's business."
profession,Butterick_Publishing_Company,sewing_occupations,The Butterick Publishing Company was founded by Ebenezer Butterick ,The Butterick Publishing Company was founded by Ebenezer Butterick to distribute the first graded sewing patterns.
profession,Burda_Style,sewing_occupations,Burda Style is a fashion magazine published ,Burda Style is a fashion magazine published in 17 languages and in over 100 countries.
profession,Clothkits,sewing_occupations,"Clothkits is an English clothing company, ","Clothkits is an English clothing company, originally based in Lewes, East Sussex."
profession,Clothkits,sewing_occupations,"Clothkits is an English clothing company, ","Clothkits continue to produce kit clothing, also available pre-assembled, inspired by the original concept."
profession,Clothkits,sewing_occupations,"Clothkits continue to produce kit clothing, ","Clothkits is an English clothing company, originally based in Lewes, East Sussex."
profession,Clothkits,sewing_occupations,"Clothkits continue to produce kit clothing, ","Clothkits continue to produce kit clothing, also available pre-assembled, inspired by the original concept."
profession,Simplicity_Pattern,sewing_occupations,The Simplicity Pattern Company is a manufacturer ,"The Simplicity Pattern Company is a manufacturer of sewing pattern guides, under the ""Simplicity Pattern"", ""It's So Easy"" and ""New Look"" brands."
profession,Simplicity_Pattern,sewing_occupations,The Simplicity Pattern Company is a manufacturer ,"Each Simplicity pattern has step-by-step instructions for cutting, stitching, and assembling of clothes."
profession,Simplicity_Pattern,sewing_occupations,Each Simplicity pattern has step-by-step instructions for ,"The Simplicity Pattern Company is a manufacturer of sewing pattern guides, under the ""Simplicity Pattern"", ""It's So Easy"" and ""New Look"" brands."
profession,Simplicity_Pattern,sewing_occupations,Each Simplicity pattern has step-by-step instructions for ,"Each Simplicity pattern has step-by-step instructions for cutting, stitching, and assembling of clothes."
profession,Anesthesiologist,healthcare_occupations,In some countries  anesthesiologists comprise ,"In some countries  anesthesiologists comprise the largest single cohort of doctors in hospitals, and their role can extend far beyond the traditional role of anesthesia care in the operating room, including fields such as providing pre-hospital emergency medicine, running intensive care units, transporting critically ill patients between facilities, and prehabilitation programs to optimize patients for surgery."
profession,Anesthesiologist,healthcare_occupations,In some countries  anesthesiologists comprise ,"Anesthesiologists are expected to have expert knowledge of human physiology, medical physics, and pharmacology, as well as a broad general knowledge of all areas of medicine and surgery in all ages of patients, with a particular focus on those aspects which may impact on a surgical procedure."
profession,Anesthesiologist,healthcare_occupations,Anesthesiologists are expected to have expert ,"In some countries  anesthesiologists comprise the largest single cohort of doctors in hospitals, and their role can extend far beyond the traditional role of anesthesia care in the operating room, including fields such as providing pre-hospital emergency medicine, running intensive care units, transporting critically ill patients between facilities, and prehabilitation programs to optimize patients for surgery."
profession,Anesthesiologist,healthcare_occupations,Anesthesiologists are expected to have expert ,"Anesthesiologists are expected to have expert knowledge of human physiology, medical physics, and pharmacology, as well as a broad general knowledge of all areas of medicine and surgery in all ages of patients, with a particular focus on those aspects which may impact on a surgical procedure."
profession,Anesthesiologist_Assistant,healthcare_occupations,"In the United States, anesthesiologist assistants - ","In the United States, anesthesiologist assistants - known in full as certified anesthesiologist assistants - are healthcare workers who work under the direction of licensed anesthesiologists to implement anesthesia care plans for a patient undergoing surgery."
profession,Anesthesiologist_Assistant,healthcare_occupations,"In the United States, anesthesiologist assistants - ",The anesthesiologist assistant works under the medical direction of a physician anesthesiologist as a part of the  anesthesia care team.
profession,Anesthesiologist_Assistant,healthcare_occupations,The anesthesiologist assistant works under the medical ,"In the United States, anesthesiologist assistants - known in full as certified anesthesiologist assistants - are healthcare workers who work under the direction of licensed anesthesiologists to implement anesthesia care plans for a patient undergoing surgery."
profession,Anesthesiologist_Assistant,healthcare_occupations,The anesthesiologist assistant works under the medical ,The anesthesiologist assistant works under the medical direction of a physician anesthesiologist as a part of the  anesthesia care team.
profession,Cardiologist,healthcare_occupations,Pediatric cardiologists are pediatricians who specialize in ,Pediatric cardiologists are pediatricians who specialize in cardiology.
profession,Cardiologist,healthcare_occupations,Pediatric cardiologists are pediatricians who specialize in ,"Therefore, an adult cardiologist is inadequately trained to take care of children, and pediatric cardiologists are not trained to take care of adult heart disease."
profession,Cardiologist,healthcare_occupations,"Therefore, an adult cardiologist is inadequately ",Pediatric cardiologists are pediatricians who specialize in cardiology.
profession,Cardiologist,healthcare_occupations,"Therefore, an adult cardiologist is inadequately ","Therefore, an adult cardiologist is inadequately trained to take care of children, and pediatric cardiologists are not trained to take care of adult heart disease."
profession,Intensivist,healthcare_occupations,An intensivist is a physician who ,"An intensivist is a physician who specializes in the care of critically ill patients, most often in the intensive care unit."
profession,Intensivist,healthcare_occupations,An intensivist is a physician who ,"Intensivists can be internists or internal medicine sub-specialists, anesthesiologists, emergency medicine physicians, pediatricians, or surgeons who have completed a fellowship in critical care medicine."
profession,Intensivist,healthcare_occupations,Intensivists can be internists or internal ,"An intensivist is a physician who specializes in the care of critically ill patients, most often in the intensive care unit."
profession,Intensivist,healthcare_occupations,Intensivists can be internists or internal ,"Intensivists can be internists or internal medicine sub-specialists, anesthesiologists, emergency medicine physicians, pediatricians, or surgeons who have completed a fellowship in critical care medicine."
profession,Neonatologist,healthcare_occupations,The principal patients of neonatologists are ,"The principal patients of neonatologists are newborn infants who are ill or require special medical care due to prematurity, low birth weight, intrauterine growth restriction, congenital malformations, sepsis, pulmonary hypoplasia or birth asphyxia."
profession,Neonatologist,healthcare_occupations,The principal patients of neonatologists are ,"To become a neonatologist, the physician initially receives training as a pediatrician, then completes an additional training called a fellowship in neonatology."
profession,Neonatologist,healthcare_occupations,"To become a neonatologist, the physician ","The principal patients of neonatologists are newborn infants who are ill or require special medical care due to prematurity, low birth weight, intrauterine growth restriction, congenital malformations, sepsis, pulmonary hypoplasia or birth asphyxia."
profession,Neonatologist,healthcare_occupations,"To become a neonatologist, the physician ","To become a neonatologist, the physician initially receives training as a pediatrician, then completes an additional training called a fellowship in neonatology."
profession,Dermatologist,healthcare_occupations,A dermatologist is a specialist ,"A dermatologist is a specialist  doctor who manages diseases related to skin, hair and nails and some cosmetic problems."
profession,Dermatologist,healthcare_occupations,A dermatologist is a specialist ,Some dermatologists complete fellowships in surgical dermatology.
profession,Dermatologist,healthcare_occupations,Some dermatologists complete fellowships in surgical ,"A dermatologist is a specialist  doctor who manages diseases related to skin, hair and nails and some cosmetic problems."
profession,Dermatologist,healthcare_occupations,Some dermatologists complete fellowships in surgical ,Some dermatologists complete fellowships in surgical dermatology.
profession,Emergency_physician,healthcare_occupations,An emergency physician is a physician who ,An emergency physician is a physician who works at an emergency department to care for ill patients.
profession,Emergency_physician,healthcare_occupations,An emergency physician is a physician who ,"The emergency physician is a specialist in advanced cardiac life support, resuscitation,  trauma care such as fractures and soft tissue injuries, and management of other life-threatening situations."
profession,Emergency_physician,healthcare_occupations,The emergency physician is a specialist in ,An emergency physician is a physician who works at an emergency department to care for ill patients.
profession,Emergency_physician,healthcare_occupations,The emergency physician is a specialist in ,"The emergency physician is a specialist in advanced cardiac life support, resuscitation,  trauma care such as fractures and soft tissue injuries, and management of other life-threatening situations."
profession,Flight_Nurse,healthcare_occupations,A flight nurse is a registered nurse ,"A flight nurse is a registered nurse who specialises in the field of providing comprehensive pre-hospital, emergency critical care, and hospital care to a vast scope of patients."
profession,Flight_Nurse,healthcare_occupations,A flight nurse is a registered nurse ,Operation Flight Nurse: Real-Life Medical Emergencies.
profession,Flight_Nurse,healthcare_occupations,Operation Flight Nurse: Real-Life Medical ,"A flight nurse is a registered nurse who specialises in the field of providing comprehensive pre-hospital, emergency critical care, and hospital care to a vast scope of patients."
profession,Flight_Nurse,healthcare_occupations,Operation Flight Nurse: Real-Life Medical ,Operation Flight Nurse: Real-Life Medical Emergencies.
profession,Registered_Nurse,healthcare_occupations,A registered nurse is a nurse who ,"A registered nurse is a nurse who has graduated from a nursing program and met the requirements outlined by a country, state, province or similar government-authorized licensing body to obtain a nursing license."
profession,Registered_Nurse,healthcare_occupations,A registered nurse is a nurse who ,"Registered nurses are employed in a wide variety of professional settings, and often specialize in a field of practice."
profession,Registered_Nurse,healthcare_occupations,Registered nurses are employed in a wide variety of ,"A registered nurse is a nurse who has graduated from a nursing program and met the requirements outlined by a country, state, province or similar government-authorized licensing body to obtain a nursing license."
profession,Registered_Nurse,healthcare_occupations,Registered nurses are employed in a wide variety of ,"Registered nurses are employed in a wide variety of professional settings, and often specialize in a field of practice."
profession,Emergency_Medical_Technician,healthcare_occupations,Emergency medical technician and ambulance technician are terms ,Emergency medical technician and ambulance technician are terms used in some countries to denote a health care provider of emergency medical services.
profession,Emergency_Medical_Technician,healthcare_occupations,Emergency medical technician and ambulance technician are terms ,Emergency Medical Technician is the entry-level standard of practitioner for employment within the ambulance service.
profession,Emergency_Medical_Technician,healthcare_occupations,Emergency Medical Technician is the entry-level standard of ,Emergency medical technician and ambulance technician are terms used in some countries to denote a health care provider of emergency medical services.
profession,Emergency_Medical_Technician,healthcare_occupations,Emergency Medical Technician is the entry-level standard of ,Emergency Medical Technician is the entry-level standard of practitioner for employment within the ambulance service.
profession,Endocrinologist,healthcare_occupations,An endocrinologist is a physician who ,"An endocrinologist is a physician who specializes in treating disorders of the endocrine system, such as diabetes, hyperthyroidism, and many others."
profession,Endocrinologist,healthcare_occupations,An endocrinologist is a physician who ,An endocrinologist needs extensive knowledge of clinical chemistry and biochemistry to understand the uses and limitations of the investigations.
profession,Endocrinologist,healthcare_occupations,An endocrinologist needs extensive knowledge of ,"An endocrinologist is a physician who specializes in treating disorders of the endocrine system, such as diabetes, hyperthyroidism, and many others."
profession,Endocrinologist,healthcare_occupations,An endocrinologist needs extensive knowledge of ,An endocrinologist needs extensive knowledge of clinical chemistry and biochemistry to understand the uses and limitations of the investigations.
profession,Geriatrician,healthcare_occupations,Geriatricians aim to treat diseases that ,Geriatricians aim to treat diseases that are present and achieve healthy aging.
profession,Geriatrician,healthcare_occupations,Geriatricians aim to treat diseases that ,"Geriatricians focus on achieving the patient's highest priorities in the context of multiple chronic conditions, and on preserving function."
profession,Geriatrician,healthcare_occupations,Geriatricians focus on achieving the patient's ,Geriatricians aim to treat diseases that are present and achieve healthy aging.
profession,Geriatrician,healthcare_occupations,Geriatricians focus on achieving the patient's ,"Geriatricians focus on achieving the patient's highest priorities in the context of multiple chronic conditions, and on preserving function."
profession,Gastroenterologist,healthcare_occupations,Gastroenterologists perform a number of diagnostic ,"Gastroenterologists perform a number of diagnostic and therapeutic procedures including colonoscopy, esophagogastroduodenoscopy, endoscopic retrograde cholangiopancreatography, endoscopic ultrasound, and liver biopsy."
profession,Gastroenterologist,healthcare_occupations,Gastroenterologists perform a number of diagnostic ,"Interventional gastroenterologists typically undergo an additional year of rigorous training in advanced endoscopic techniques including endoscopic retrograde cholangiopancreatography, endoscopic ultrasound guided diagnostic and interventional procedures, and advanced resection techniques including endoscopic mucosal resection and endoscopic submucosal dissection."
profession,Gastroenterologist,healthcare_occupations,Interventional gastroenterologists typically undergo an additional ,"Gastroenterologists perform a number of diagnostic and therapeutic procedures including colonoscopy, esophagogastroduodenoscopy, endoscopic retrograde cholangiopancreatography, endoscopic ultrasound, and liver biopsy."
profession,Gastroenterologist,healthcare_occupations,Interventional gastroenterologists typically undergo an additional ,"Interventional gastroenterologists typically undergo an additional year of rigorous training in advanced endoscopic techniques including endoscopic retrograde cholangiopancreatography, endoscopic ultrasound guided diagnostic and interventional procedures, and advanced resection techniques including endoscopic mucosal resection and endoscopic submucosal dissection."
profession,Phlebotomist,healthcare_occupations,The duties of a phlebotomist may ,"The duties of a phlebotomist may include interpreting the tests requested, drawing blood into the correct tubes with the proper additives, accurately explaining the procedure to the person, and preparing them accordingly, practicing the required forms of asepsis, practicing standard and universal precautions, restoring hemostasis of the puncture site, giving instructions on post-puncture care, affixing tubes with electronically printed labels, and delivering specimens to a laboratory."
profession,Phlebotomist,healthcare_occupations,The duties of a phlebotomist may ,The minimum primary qualification for phlebotomists in Australia is a Certificate III in Pathology Collection from an approved educational institution.
profession,Phlebotomist,healthcare_occupations,The minimum primary qualification for phlebotomists ,"The duties of a phlebotomist may include interpreting the tests requested, drawing blood into the correct tubes with the proper additives, accurately explaining the procedure to the person, and preparing them accordingly, practicing the required forms of asepsis, practicing standard and universal precautions, restoring hemostasis of the puncture site, giving instructions on post-puncture care, affixing tubes with electronically printed labels, and delivering specimens to a laboratory."
profession,Phlebotomist,healthcare_occupations,The minimum primary qualification for phlebotomists ,The minimum primary qualification for phlebotomists in Australia is a Certificate III in Pathology Collection from an approved educational institution.
profession,Nephrologist,healthcare_occupations,Nephrologists may provide care to people ,"Nephrologists may provide care to people without kidney problems and may work in general/internal medicine, transplant medicine, immunosuppression management, intensive care medicine, clinical pharmacology, perioperative medicine, or pediatric nephrology."
profession,Nephrologist,healthcare_occupations,Nephrologists may provide care to people ,"Nephrologists may further sub-specialise in dialysis, kidney transplantation, chronic kidney disease, cancer-related kidney diseases, procedural nephrology or other non-nephrology areas as described above."
