,domain,name,category,prompts,wikipedia
764,gender,Michael_Rapaport,American_actors,"""Michael Rapaport Discusses His Film Beats, Rhymes ","""Michael Rapaport Discusses His Film Beats, Rhymes & Life @ Tribeca Film Fest""."
765,gender,Johnny_Rapid,American_actors,Johnny Rapid is an American gay pornographic ,Johnny Rapid is an American gay pornographic film actor.
766,gender,David_Rasche,American_actors,"David Rasche is an American theater, film ","David Rasche is an American theater, film and television actor who is best known for his portrayal of the title character in the 1980s satirical police sitcom Sledge Hammer!"
767,gender,Jackson_Rathbone,American_actors,Monroe Jackson Rathbone V is an American ,Monroe Jackson Rathbone V is an American actor and musician known for his role as Jasper Hale in The Twilight Saga series.
768,gender,Jackson_Rathbone,American_actors,Monroe Jackson Rathbone V is an American ,"His great-grandfather, Monroe Jackson Rathbone II, was the chairman of Standard Oil of New Jersey, which later became Exxon."
769,gender,Jackson_Rathbone,American_actors,"His great-grandfather, Monroe Jackson Rathbone II, was ",Monroe Jackson Rathbone V is an American actor and musician known for his role as Jasper Hale in The Twilight Saga series.
770,gender,Jackson_Rathbone,American_actors,"His great-grandfather, Monroe Jackson Rathbone II, was ","His great-grandfather, Monroe Jackson Rathbone II, was the chairman of Standard Oil of New Jersey, which later became Exxon."
771,gender,Gregory_Ratoff,American_actors,Gregory Ratoff (born Grigory Vasilyevich Ratner; Russian: ,"Gregory Ratoff (born Grigory Vasilyevich Ratner; Russian: Григорий Васильевич Рэтнер, tr."
772,gender,Monte_Rawlins,American_actors,"Monte Rawlins, born Dean Calvin Spencer, also ","Monte Rawlins, born Dean Calvin Spencer, also called Monte ""Alamo"" Rawlins, was a short-lived western film star of the late 1930s, often dubbed The Masked Phantom due to his better known role."
773,gender,Ray_J,American_actors,Ray J was in San Diego when ,"Ray J was in San Diego when she died and arrived at the Beverly Hilton, where Houston died, at the time paramedics and police officers came to the scene."
774,gender,Ray_J,American_actors,Ray J was in San Diego when ,"Ray J's sister Brandy described him at the time of Houston's death as being ""very distraught"" and ""disconnected"" as well as referring to it as ""a very hard time in his life."
775,gender,Ray_J,American_actors,Ray J's sister Brandy described him at ,"Ray J was in San Diego when she died and arrived at the Beverly Hilton, where Houston died, at the time paramedics and police officers came to the scene."
776,gender,Ray_J,American_actors,Ray J's sister Brandy described him at ,"Ray J's sister Brandy described him at the time of Houston's death as being ""very distraught"" and ""disconnected"" as well as referring to it as ""a very hard time in his life."
777,gender,Albert_Ray,American_actors,"Albert Ray was an American film director, ","Albert Ray was an American film director, actor, and screenwriter."
778,gender,Aldo_Ray,American_actors,Aldo Ray was an American actor of ,Aldo Ray was an American actor of film and television.
779,gender,Aldo_Ray,American_actors,Aldo Ray was an American actor of ,"You take someone like Aldo Ray who was just picked up and catapulted into stardom, and then he was just a sponge for booze."
780,gender,Aldo_Ray,American_actors,You take someone like Aldo Ray who ,Aldo Ray was an American actor of film and television.
781,gender,Aldo_Ray,American_actors,You take someone like Aldo Ray who ,"You take someone like Aldo Ray who was just picked up and catapulted into stardom, and then he was just a sponge for booze."
782,gender,Gene_Anthony_Ray,American_actors,"Gene Anthony Ray was an American actor, dancer, ","Gene Anthony Ray was an American actor, dancer, and choreographer."
783,gender,Johnnie_Ray,American_actors,"Decades later, Johnnie Ray often mentioned Kilgallen ","Decades later, Johnnie Ray often mentioned Kilgallen to his manager Alan Eichler and clearly remained devastated by her 1965 death, but he never said anything to Eichler about either of her two sons or her daughter.Mark Shaw, who interviewed Alan Eichler and had access to many other sources, shared some of this information during a presentation on YouTube to promote one of his books, Dorothy Kilgallen: The Reporter Who Knew Too Much."
784,gender,Johnnie_Ray,American_actors,"Decades later, Johnnie Ray often mentioned Kilgallen ","Johnnie Ray interviewed on the Pop Chronicles
1956 TV Performance on YouTube
1957 TV Performance on YouTube
Live 1981 Performance on YouTube
1983 TV Performance on YouTube
Video on YouTube: 1986 Billy Idol, Don't Need a Gun
Video on YouTube: 1989 Billy Joel, We Didn't Start the Fire
Video on YouTube: Shana Morrison, Sometimes We Cry with lyrics"
785,gender,Johnnie_Ray,American_actors,"Johnnie Ray interviewed on the Pop Chronicles
1956 ","Decades later, Johnnie Ray often mentioned Kilgallen to his manager Alan Eichler and clearly remained devastated by her 1965 death, but he never said anything to Eichler about either of her two sons or her daughter.Mark Shaw, who interviewed Alan Eichler and had access to many other sources, shared some of this information during a presentation on YouTube to promote one of his books, Dorothy Kilgallen: The Reporter Who Knew Too Much."
786,gender,Johnnie_Ray,American_actors,"Johnnie Ray interviewed on the Pop Chronicles
1956 ","Johnnie Ray interviewed on the Pop Chronicles
1956 TV Performance on YouTube
1957 TV Performance on YouTube
Live 1981 Performance on YouTube
1983 TV Performance on YouTube
Video on YouTube: 1986 Billy Idol, Don't Need a Gun
Video on YouTube: 1989 Billy Joel, We Didn't Start the Fire
Video on YouTube: Shana Morrison, Sometimes We Cry with lyrics"
787,gender,Alec_Rayme,American_actors,Alec Rayme is an American actorRayme has ,Alec Rayme is an American actorRayme has several film and television credits to his name.
788,gender,Timothy_L._Raynor,American_actors,"Timothy L. Raynor is an American actor, stuntman, ","Timothy L. Raynor is an American actor, stuntman, and stunt choreographer who is best known for his work on Jimmy Huston's 1981 slasher film Final Exam, where he portrayed ""The Killer"" as well as acting as a fight choreographer."
789,gender,Ronald_Reagan,American_actors,In 1992 Reagan established the Ronald Reagan ,In 1992 Reagan established the Ronald Reagan Freedom Award with the newly formed Ronald Reagan Presidential Foundation.
790,gender,Ronald_Reagan,American_actors,In 1992 Reagan established the Ronald Reagan ,"She later said, ""Ronald Reagan had a higher claim than any other leader to have won the Cold War for liberty and he did it without a shot being fired."""
791,gender,Ronald_Reagan,American_actors,"She later said, ""Ronald Reagan had a ",In 1992 Reagan established the Ronald Reagan Freedom Award with the newly formed Ronald Reagan Presidential Foundation.
792,gender,Ronald_Reagan,American_actors,"She later said, ""Ronald Reagan had a ","She later said, ""Ronald Reagan had a higher claim than any other leader to have won the Cold War for liberty and he did it without a shot being fired."""
793,gender,Tommy_Reamon,American_actors,Tommy Reamon is a retired African-American professional ,"Tommy Reamon is a retired African-American professional football player, who has worked as an actor, and is currently an educator in the Hampton Roads region of Virginia."
794,gender,Tommy_Reamon,American_actors,Tommy Reamon is a retired African-American professional ,"Tommy Reamon holds the WFL records for most rushing yards in a game, Season and in the World Bowl."
795,gender,Tommy_Reamon,American_actors,Tommy Reamon holds the WFL records for ,"Tommy Reamon is a retired African-American professional football player, who has worked as an actor, and is currently an educator in the Hampton Roads region of Virginia."
796,gender,Tommy_Reamon,American_actors,Tommy Reamon holds the WFL records for ,"Tommy Reamon holds the WFL records for most rushing yards in a game, Season and in the World Bowl."
797,gender,Rhodes_Reason,American_actors,Rhodes Reason was an American actor who ,"Rhodes Reason was an American actor who appeared in more than two hundred roles in television, film, and stage."
798,gender,Arthur_Redcloud,American_actors,"Arthur Redcloud is a Native American actor, ","Arthur Redcloud is a Native American actor, known for his role as Hikuc in the 2015 film The Revenant."
799,gender,Billy_Redden,American_actors,"Billy Redden is an American actor, best ","Billy Redden is an American actor, best known for his role as a backwoods mountain boy in the 1972 film Deliverance."
800,gender,Lance_Reddick,American_actors,Lance Reddick is an American actor and ,Lance Reddick is an American actor and musician.
801,gender,Keith_Reddin,American_actors,Keith Reddin is an American actor and ,Keith Reddin is an American actor and playwright.
802,gender,Robert_Redford,American_actors,Charles Robert Redford Jr. is a retired ,"Charles Robert Redford Jr. is a retired American actor and director, best known for his many Hollywood films."
803,gender,Markus_Redmond,American_actors,"Markus Redmond is an American film director, ","Markus Redmond is an American film director, screenwriter, producer and actor."
804,gender,Markus_Redmond,American_actors,"Markus Redmond is an American film director, ","""10 QUESTIONS WITH…..MARKUS REDMOND"", from the blog As I was Saying..., Sep 13, 2013."
805,gender,Markus_Redmond,American_actors,"""10 QUESTIONS WITH…..MARKUS REDMOND"", from the blog ","Markus Redmond is an American film director, screenwriter, producer and actor."
806,gender,Markus_Redmond,American_actors,"""10 QUESTIONS WITH…..MARKUS REDMOND"", from the blog ","""10 QUESTIONS WITH…..MARKUS REDMOND"", from the blog As I was Saying..., Sep 13, 2013."
807,gender,Alan_Reed,American_actors,Alan Reed was an American actor and ,"Alan Reed was an American actor and voice actor, best known as the original voice of Fred Flintstone on The Flintstones and various spinoff series."
808,gender,Jerry_Reed,American_actors,Jerry Reed Hubbard was an American country ,"Jerry Reed Hubbard was an American country music singer, guitarist, composer, and songwriter, as well as an actor who appeared in more than a dozen films."
809,gender,Jerry_Reed,American_actors,Jerry Reed Hubbard was an American country ,"Jerry Reed graduated from O'Keefe High School, an Atlanta city school."
810,gender,Jerry_Reed,American_actors,"Jerry Reed graduated from O'Keefe High School, ","Jerry Reed Hubbard was an American country music singer, guitarist, composer, and songwriter, as well as an actor who appeared in more than a dozen films."
811,gender,Jerry_Reed,American_actors,"Jerry Reed graduated from O'Keefe High School, ","Jerry Reed graduated from O'Keefe High School, an Atlanta city school."
812,gender,Jon_Reep,American_actors,Jon Reep is an American stand-up comedian ,"Jon Reep is an American stand-up comedian and actor, known as the ""That thing got a Hemi?"""
813,gender,Christopher_Reeve,American_actors,"– Newsweek
""Christopher Reeve has become an instant ","– Newsweek
""Christopher Reeve has become an instant international star on the basis of his first major movie role, that of Clark Kent/Superman."
814,gender,Christopher_Reeve,American_actors,"– Newsweek
""Christopher Reeve has become an instant ","He created the Christopher Reeve Foundation, now the Christopher and Dana Reeve Foundation, to speed up research through funding and to use grants to improve the quality of the lives of people with disabilities."
815,gender,Christopher_Reeve,American_actors,"He created the Christopher Reeve Foundation, now ","– Newsweek
""Christopher Reeve has become an instant international star on the basis of his first major movie role, that of Clark Kent/Superman."
816,gender,Christopher_Reeve,American_actors,"He created the Christopher Reeve Foundation, now ","He created the Christopher Reeve Foundation, now the Christopher and Dana Reeve Foundation, to speed up research through funding and to use grants to improve the quality of the lives of people with disabilities."
817,gender,Scott_Reeves,American_actors,Gregory Scott Reeves is an American actor ,Gregory Scott Reeves is an American actor and country music singer.
818,gender,Steve_Reeves,American_actors,"""On The Cover: Steve Reeves"", Hardgainer, November ","""On The Cover: Steve Reeves"", Hardgainer, November 1992."
819,gender,Steve_Reeves,American_actors,"""On The Cover: Steve Reeves"", Hardgainer, November ","Moore, Milton Jr. ""STEVE REEVES - One of a Kind"", 1983."
820,gender,Steve_Reeves,American_actors,"Moore, Milton Jr. ""STEVE REEVES - One ","""On The Cover: Steve Reeves"", Hardgainer, November 1992."
821,gender,Steve_Reeves,American_actors,"Moore, Milton Jr. ""STEVE REEVES - One ","Moore, Milton Jr. ""STEVE REEVES - One of a Kind"", 1983."
822,gender,Steve_Reevis,American_actors,Steve Reevis was a Native American actor ,"Steve Reevis was a Native American actor and member of the Blackfoot tribe known for his roles in the films Fargo, Last of the Dogmen, and Dances with Wolves."
823,gender,Joe_Regalbuto,American_actors,Joe Regalbuto is an American actor and ,Joe Regalbuto is an American actor and director.
824,gender,Charles_Nelson_Reilly,American_actors,"Charles Nelson Reilly II was an American actor, ","Charles Nelson Reilly II was an American actor, comedian, director, and drama teacher known for his comedic roles on stage and in films, television shows, and cartoons."
825,gender,Carl_Reiner,American_actors,"Carl Reiner is an American comedian, actor, ","Carl Reiner is an American comedian, actor, director, screenwriter, and publisher whose career spans seven decades."
826,gender,Carl_Reiner,American_actors,"Carl Reiner is an American comedian, actor, ","Carl Reiner, listed as that episode's only writer, provides a sonnet read by two of the principal characters, also created by Reiner, demonstrating  incredible passion regarding a conception of a higher power, humanity and their relationship and completely departed from the comedy expected of the characters; even when previously these same characters were confronted with somber moments in other episodes."
827,gender,Carl_Reiner,American_actors,"Carl Reiner, listed as that episode's only ","Carl Reiner is an American comedian, actor, director, screenwriter, and publisher whose career spans seven decades."
828,gender,Carl_Reiner,American_actors,"Carl Reiner, listed as that episode's only ","Carl Reiner, listed as that episode's only writer, provides a sonnet read by two of the principal characters, also created by Reiner, demonstrating  incredible passion regarding a conception of a higher power, humanity and their relationship and completely departed from the comedy expected of the characters; even when previously these same characters were confronted with somber moments in other episodes."
829,gender,Paul_Reiser,American_actors,"Paul Reiser is an American comedian, actor, ","Paul Reiser is an American comedian, actor, writer, and musician."
830,gender,Charles_Reisner,American_actors,Charles Reisner was an American film director ,Charles Reisner was an American film director and actor of the 1920s and 1930s.
831,gender,Pat_Renella,American_actors,Pat Renella died at age 83 at ,Pat Renella died at age 83 at Cedars-Sinai Medical Center in Los Angeles.
832,gender,Patrick_Renna,American_actors,Patrick Renna is an American actor who ,"Patrick Renna is an American actor who began his career in the classic film The Sandlot playing Hamilton ""Ham"" Porter."
833,gender,Jeremy_Renner,American_actors,"In July, Jeremy Renner was announced to ","In July, Jeremy Renner was announced to play Twitch Williams in Todd McFarlane's Spawn reboot."
834,gender,Dick_La_Reno,American_actors,Dick La Reno was an American film actor ,Dick La Reno was an American film actor of the silent era.
835,gender,Frank_Renzulli,American_actors,"Frank Renzulli is an American film actor, ","Frank Renzulli is an American film actor, writer and producer."
836,gender,Frank_Renzulli,American_actors,"Frank Renzulli is an American film actor, ",Frank Renzulli had a recurring role as the private detective Vinnie Delgato on NBC's Harry's Law.
837,gender,Frank_Renzulli,American_actors,Frank Renzulli had a recurring role as ,"Frank Renzulli is an American film actor, writer and producer."
838,gender,Frank_Renzulli,American_actors,Frank Renzulli had a recurring role as ,Frank Renzulli had a recurring role as the private detective Vinnie Delgato on NBC's Harry's Law.
839,gender,Dan_Resin,American_actors,"on YouTube
Dan Resin obituary
Review of Hail
Dan Resin ","on YouTube
Dan Resin obituary
Review of Hail
Dan Resin at Find a Grave"
840,gender,Simon_Rex,American_actors,"Simon Rex Cutright, also known as Dirt ","Simon Rex Cutright, also known as Dirt Nasty, is an American actor, rapper, comedian, and model."
841,gender,Reynaldo_Rey,American_actors,"Reynaldo Rey was an American actor, comedian, ","Reynaldo Rey was an American actor, comedian, and television personality."
842,gender,Ernie_Reyes_Jr.,American_actors,Ernie Reyes Jr. is an American actor and ,"Ernie Reyes Jr. is an American actor and martial artist, known for his acting work in films such as The Last Dragon, Red Sonja, Teenage Mutant Ninja Turtles Teenage Mutant Ninja Turtles II: The Secret of the Ooze, Surf Ninjas, and The Rundown ."
843,gender,Ernie_Reyes_Jr.,American_actors,Ernie Reyes Jr. is an American actor and ,Ernie Reyes Jr.'s fight against the champion Anthony Elkaim also aired on ESPN.Reyes has done motion capture stunts for blockbuster films such as Avatar and Alice in Wonderland.
844,gender,Ernie_Reyes_Jr.,American_actors,Ernie Reyes Jr.'s fight against the champion Anthony ,"Ernie Reyes Jr. is an American actor and martial artist, known for his acting work in films such as The Last Dragon, Red Sonja, Teenage Mutant Ninja Turtles Teenage Mutant Ninja Turtles II: The Secret of the Ooze, Surf Ninjas, and The Rundown ."
845,gender,Ernie_Reyes_Jr.,American_actors,Ernie Reyes Jr.'s fight against the champion Anthony ,Ernie Reyes Jr.'s fight against the champion Anthony Elkaim also aired on ESPN.Reyes has done motion capture stunts for blockbuster films such as Avatar and Alice in Wonderland.
846,gender,Alex_Reymundo,American_actors,Alex Reymundo is a Mexican-American comedian and ,Alex Reymundo is a Mexican-American comedian and actor who was featured on the 2007 ALMA Awards.
847,gender,Burt_Reynolds,American_actors,"""Burt Reynolds Isn't Broke, but He's Got ","""Burt Reynolds Isn't Broke, but He's Got a Few Regrets,"" Vanity Fair, December 2015 – interview and photographs
""Show Business: Frog Prince""."
848,gender,Corey_Reynolds,American_actors,"Corey Reynolds is an American musical theatre, ","Corey Reynolds is an American musical theatre, television, and film actor known for originating the role of Seaweed in the Broadway adaptation of Hairspray, and for the TNT crime show The Closer."
849,gender,Gene_Reynolds,American_actors,"Eugene Reynolds Blumenthal, better known as Gene ","Eugene Reynolds Blumenthal, better known as Gene Reynolds, was an American producer, director, screenwriter, and actor."
850,gender,John_Paul_Reynolds,American_actors,John Paul Reynolds is an American actor and ,John Paul Reynolds is an American actor and writer.
851,gender,Jim_Nabors,American_actors,After the cancellation of The Jim Nabors ,"After the cancellation of The Jim Nabors Hour, Nabors embarked on a nationwide roadshow."
852,gender,Jim_Nabors,American_actors,After the cancellation of The Jim Nabors ,"Rest in peace Jim Nabors, one of the few to ever be named an Honorary Marine."""
853,gender,Jim_Nabors,American_actors,"Rest in peace Jim Nabors, one of ","After the cancellation of The Jim Nabors Hour, Nabors embarked on a nationwide roadshow."
854,gender,Jim_Nabors,American_actors,"Rest in peace Jim Nabors, one of ","Rest in peace Jim Nabors, one of the few to ever be named an Honorary Marine."""
855,gender,George_Nader,American_actors,George Nader was an American actor and ,George Nader was an American actor and writer.
856,gender,Kurt_Naebig,American_actors,Kurt Naebig is an American actor who ,"Kurt Naebig is an American actor who has made various appearances on ER, Prison Break, and made movie roles in Road to Perdition, The Relic, Henry: Portrait of a Serial Killer, and Howard Beach: Making a Case of a Murder."
857,gender,Kurt_Naebig,American_actors,Kurt Naebig is an American actor who ,"Kurt Naebig's career also includes voice over work with Breathe Bible.Naebig graduated from the Juilliard School, where he was a member of the Drama Division's of Group 19."
858,gender,Kurt_Naebig,American_actors,Kurt Naebig's career also includes voice over ,"Kurt Naebig is an American actor who has made various appearances on ER, Prison Break, and made movie roles in Road to Perdition, The Relic, Henry: Portrait of a Serial Killer, and Howard Beach: Making a Case of a Murder."
859,gender,Kurt_Naebig,American_actors,Kurt Naebig's career also includes voice over ,"Kurt Naebig's career also includes voice over work with Breathe Bible.Naebig graduated from the Juilliard School, where he was a member of the Drama Division's of Group 19."
860,gender,Jordan_Nagai,American_actors,Jordan Nagai is an American former child ,Jordan Nagai is an American former child voice actor best known for his voice role as Russell in Up.
861,gender,Conrad_Nagel,American_actors,"Conrad Nagel was an American film, stage, ","Conrad Nagel was an American film, stage, television and radio actor."
862,gender,Tom_Nagel,American_actors,Tom Nagel is an American actor noted ,"Tom Nagel is an American actor noted for his roles in direct-to-video films, such as The Butcher, The Apocalypse, Pirates of Treasure Island, and Hillside Cannibals.According to IMDb, Nagel left the U.S. Navy and settled in Los Angeles, where he began his film career."
863,gender,Paul_Nakauchi,American_actors,Paul Nakauchi is an American actor and ,Paul Nakauchi is an American actor and voice actor.
864,gender,Arthur_J._Nascarella,American_actors,Arthur J. Nascarella is an American actor who ,"Arthur J. Nascarella is an American actor who has appeared in dozens of films, most often playing a mobster or police officer."
865,gender,Jason_Nash,American_actors,"A film version of ""Jason Nash Is ","A film version of ""Jason Nash Is Married"" was released in 2014 starring Busy Philipps."
866,gender,Jason_Nash,American_actors,"A film version of ""Jason Nash Is ","Jason Nash and David Dobrik also took their podcast on a live tour across the US in summer of 2018, with their fellow youtube friends, called the ""Vlog Squad""."
867,gender,Jason_Nash,American_actors,Jason Nash and David Dobrik also took ,"A film version of ""Jason Nash Is Married"" was released in 2014 starring Busy Philipps."
868,gender,Jason_Nash,American_actors,Jason Nash and David Dobrik also took ,"Jason Nash and David Dobrik also took their podcast on a live tour across the US in summer of 2018, with their fellow youtube friends, called the ""Vlog Squad""."
869,gender,Anthony_Natale,American_actors,Anthony Natale is a deaf American actor ,Anthony Natale is a deaf American actor who has performed in many movies and television shows such as Jerry Maguire and Mr. Holland's Opus.
870,gender,James_Naughton,American_actors,James Naughton is an American actor and ,James Naughton is an American actor and director.
871,gender,John_P._Navin_Jr.,American_actors,John P. Navin Jr. is an American film and ,John P. Navin Jr. is an American film and television actor from Philadelphia.
872,gender,Billy_Naylor,American_actors,"Billy Naylor, was an American child actor ","Billy Naylor, was an American child actor who appeared in several Our Gang films during the silent era."
873,gender,Edwin_Neal,American_actors,"Edwin Neal is an American actor, perhaps ","Edwin Neal is an American actor, perhaps best known for his role as the hitchhiker in The Texas Chain Saw Massacre."
874,gender,Kevin_Nealon,American_actors,Kevin Nealon is an American comedian and ,Kevin Nealon is an American comedian and actor.
875,gender,Jamar_Malachi_Neighbors,American_actors,"Jamar Malachi Neighbors, often credited as Jamar Neighbors, ","Jamar Malachi Neighbors, often credited as Jamar Neighbors, is an American actor and comedian."
876,gender,Vince_Neil,American_actors,"Vince Neil has toured his solo band, ","Vince Neil has toured his solo band, which consisted of Slaughter members Jeff Blando and Dana Strum, as well as drummer Zoltan Chaney."
877,gender,Vince_Neil,American_actors,"Vince Neil has toured his solo band, ","In 2012, Vince Neil ventured into the Gentlemen's Club business, opening Deja Vu Presents: Vince Neil's Girls Girls Girls in Las Vegas, Nevada.In April 2014, Vince Neil, chief executive officer and Chairman of RockStar Investment Group along with long-time friends and business partners Bob Hewko and Mark Daniels, acquired ownership of the Arena Football League's Jacksonville Sharks in April 2014.Neil was the owner of the Las Vegas Outlaws of the Arena Football League, but after 14 weeks of the season, the team was taken over by the league."
878,gender,Vince_Neil,American_actors,"In 2012, Vince Neil ventured into the ","Vince Neil has toured his solo band, which consisted of Slaughter members Jeff Blando and Dana Strum, as well as drummer Zoltan Chaney."
879,gender,Vince_Neil,American_actors,"In 2012, Vince Neil ventured into the ","In 2012, Vince Neil ventured into the Gentlemen's Club business, opening Deja Vu Presents: Vince Neil's Girls Girls Girls in Las Vegas, Nevada.In April 2014, Vince Neil, chief executive officer and Chairman of RockStar Investment Group along with long-time friends and business partners Bob Hewko and Mark Daniels, acquired ownership of the Arena Football League's Jacksonville Sharks in April 2014.Neil was the owner of the Las Vegas Outlaws of the Arena Football League, but after 14 weeks of the season, the team was taken over by the league."
880,gender,Richard_Neill,American_actors,Richard Neill was an American actor of ,Richard Neill was an American actor of the silent era.
881,gender,George_N._Neise,American_actors,George N. Neise was an American character ,George N. Neise was an American character actor.
882,gender,Eric_Nelsen,American_actors,Eric Nelsen is a 4x Emmy Award ,"Eric Nelsen is a 4x Emmy Award winning American television, film and Broadway actor and producer."
883,gender,Barry_Nelson,American_actors,"Barry Nelson was an American actor, noted ","Barry Nelson was an American actor, noted as the first actor to portray Ian Fleming's secret agent James Bond."
884,gender,Craig_Richard_Nelson,American_actors,"Craig Richard Nelson is an American theater, film ","Craig Richard Nelson is an American theater, film and television actor."
885,gender,Gene_Nelson,American_actors,"Gene Nelson was an American actor, dancer, ","Gene Nelson was an American actor, dancer, screenwriter, and director."
886,gender,John_Allen_Nelson,American_actors,John Allen Nelson is an American actor and ,John Allen Nelson is an American actor and screenwriter.
887,gender,Ozzie_Nelson,American_actors,"He formed and led ""The Ozzie Nelson ","He formed and led ""The Ozzie Nelson Band,"" and had some initial limited success."
888,gender,Ozzie_Nelson,American_actors,"He formed and led ""The Ozzie Nelson ","In 1935, ""Ozzie Nelson and His Orchestra,"" as they were being called, had a number one hit with ""And Then Some"", which was number one for one week on the U.S. pop singles chart."
889,gender,Ozzie_Nelson,American_actors,"In 1935, ""Ozzie Nelson and His Orchestra,"" ","He formed and led ""The Ozzie Nelson Band,"" and had some initial limited success."
890,gender,Ozzie_Nelson,American_actors,"In 1935, ""Ozzie Nelson and His Orchestra,"" ","In 1935, ""Ozzie Nelson and His Orchestra,"" as they were being called, had a number one hit with ""And Then Some"", which was number one for one week on the U.S. pop singles chart."
891,gender,Ralph_Nelson,American_actors,Ralph Nelson was an American film and ,"Ralph Nelson was an American film and television director, producer, writer, and actor."
892,gender,Ricky_Nelson,American_actors,"By 1960, the Ricky Nelson International Fan ","By 1960, the Ricky Nelson International Fan Club had 9,000 chapters around the world."
893,gender,Ricky_Nelson,American_actors,"By 1960, the Ricky Nelson International Fan ","A Ricky Nelson impersonator appears in the 1994 Quentin Tarantino movie Pulp Fiction performing ""Waitin' in School"" at the 1950s themed restaurant Jack Rabbit Slim's."
894,gender,Ricky_Nelson,American_actors,A Ricky Nelson impersonator appears in the ,"By 1960, the Ricky Nelson International Fan Club had 9,000 chapters around the world."
895,gender,Ricky_Nelson,American_actors,A Ricky Nelson impersonator appears in the ,"A Ricky Nelson impersonator appears in the 1994 Quentin Tarantino movie Pulp Fiction performing ""Waitin' in School"" at the 1950s themed restaurant Jack Rabbit Slim's."
896,gender,Nephew_Tommy,American_actors,"Thomas ""Nephew Tommy"" Miles is an American ","Thomas ""Nephew Tommy"" Miles is an American comedian, actor and producer."
897,gender,Neil_Nephew,American_actors,"Neil Bernstein known as Neil Nephew, was ","Neil Bernstein known as Neil Nephew, was an American actor, writer and story editor."
898,gender,Michael_Nesmith,American_actors,"Robert Michael Nesmith is an American musician, ","Robert Michael Nesmith is an American musician, songwriter, actor, producer, novelist, businessman, and philanthropist, best known as a member of the pop rock band the Monkees and co-star of the TV series The Monkees."
899,gender,Michael_Nesmith,American_actors,"Robert Michael Nesmith is an American musician, ",The new band was christened Michael Nesmith and the First National Band and went on to record three albums for RCA Records in 1970.
900,gender,Michael_Nesmith,American_actors,The new band was christened Michael Nesmith ,"Robert Michael Nesmith is an American musician, songwriter, actor, producer, novelist, businessman, and philanthropist, best known as a member of the pop rock band the Monkees and co-star of the TV series The Monkees."
901,gender,Michael_Nesmith,American_actors,The new band was christened Michael Nesmith ,The new band was christened Michael Nesmith and the First National Band and went on to record three albums for RCA Records in 1970.
902,gender,Bob_Newhart,American_actors,"Years later, he released Bob Newhart Off ","Years later, he released Bob Newhart Off the Record, The Button-Down Concert, and Something Like This, an anthology of his 1960s Warner Bros. albums."
903,gender,Bob_Newhart,American_actors,"Years later, he released Bob Newhart Off ","The Bob Newhart Show faced heavy competition from the beginning, launching at the same time as the popular shows M*A*S*H, Maude, Sanford And Son, and The Waltons."
904,gender,Bob_Newhart,American_actors,The Bob Newhart Show faced heavy competition ,"Years later, he released Bob Newhart Off the Record, The Button-Down Concert, and Something Like This, an anthology of his 1960s Warner Bros. albums."
905,gender,Bob_Newhart,American_actors,The Bob Newhart Show faced heavy competition ,"The Bob Newhart Show faced heavy competition from the beginning, launching at the same time as the popular shows M*A*S*H, Maude, Sanford And Son, and The Waltons."
906,gender,John_Newland,American_actors,"John Newland was an American director, actor, ","John Newland was an American director, actor, television producer, and screenwriter."
907,gender,Barry_Newman,American_actors,Barry Newman attended the prestigious Boston Latin ,Barry Newman attended the prestigious Boston Latin School.
908,gender,Barry_Newman,American_actors,Barry Newman attended the prestigious Boston Latin ,"In 1989, Barry Newman starred with Suzanne Pleshette in the television series Nightingales, playing Dr. Garret Braden."
909,gender,Barry_Newman,American_actors,"In 1989, Barry Newman starred with Suzanne ",Barry Newman attended the prestigious Boston Latin School.
910,gender,Barry_Newman,American_actors,"In 1989, Barry Newman starred with Suzanne ","In 1989, Barry Newman starred with Suzanne Pleshette in the television series Nightingales, playing Dr. Garret Braden."
911,gender,Griffin_Newman,American_actors,Griffin Newman is an American actor and ,Griffin Newman is an American actor and comedian.
912,gender,Kyle_Newman,American_actors,Kyle Newman is an American filmmaker and ,Kyle Newman is an American filmmaker and author.
913,gender,Paul_Newman,American_actors,"In 2006, Paul Newman also co-founded Safe ","In 2006, Paul Newman also co-founded Safe Water Network with John Whitehead, former chairman of Goldman Sachs, and Josh Weston, former chairman of ADP, to improve access to safe water to underserved communities around the world."
914,gender,Paul_Newman,American_actors,"In 2006, Paul Newman also co-founded Safe ","Paul Newman remained a friend of the company until his death and discussed at numerous times possible productions in which he could star with his wife, Joanne Woodward."
915,gender,Paul_Newman,American_actors,Paul Newman remained a friend of the ,"In 2006, Paul Newman also co-founded Safe Water Network with John Whitehead, former chairman of Goldman Sachs, and Josh Weston, former chairman of ADP, to improve access to safe water to underserved communities around the world."
916,gender,Paul_Newman,American_actors,Paul Newman remained a friend of the ,"Paul Newman remained a friend of the company until his death and discussed at numerous times possible productions in which he could star with his wife, Joanne Woodward."
917,gender,Fred_C._Newmeyer,American_actors,"Fred C. Newmeyer was an American actor, film ","Fred C. Newmeyer was an American actor, film director and film producer."
918,gender,David_Newsom,American_actors,"David Newsom is an American actor, producer ","David Newsom is an American actor, producer and fine-art photographer."
