,domain,name,category,prompts,wikipedia,generated_prompts_meta/llama-2-70b
3940,political_ideology,Conservative_socialism,socialism,Metternich's conservative socialism saw liberalism and nationalism ,"Metternich's conservative socialism saw liberalism and nationalism as forms of middle-class dictatorship over the masses.Johann Karl Rodbertus, a monarchist conservative landowner and lawyer who briefly served as minister of education in Prussia in 1848, promoted a form of state socialism led by an enlightened monarchy supporting state regulation of the economy.","as the cause of the French Revolution, the rise of Napoleon, and the consequent 'years of blood and iron'. Napoleon's conquest of Europe had brought to the fore the need to restructure the Continent in a way that would guarantee peace, which would in turn be achieved through economic stability and prosperity. The British had long realized the benefits of free trade, but France was only just beginning to see the light. In 1826, France had a customs tariff that was 50 per cent higher than that of Britain. Between 1822 and "
3941,political_ideology,Conservative_socialism,socialism,Metternich's conservative socialism saw liberalism and nationalism ,"In the 1880s, Rodbertus' conservative socialism was promoted as a non-revolutionary alternative to social democracy and a means to justify the acceptance of Bismarck's social policies.","24 as the principal causes of the political upheaval and social disorder that had produced the French Revolution. Metternich thought that the best method of preventing the spread of revolutionary ideas was to maintain the old social order based on the traditional hierarchies that existed in the feudal society of the Middle Ages.35 His socialism was anti-democratic, aristocratic and authoritarian. Metternich's conservative socialism had little support in Germany, and the idea of a conservative socialism was rejected in Prussia by Hegel, who was opposed to the"
3942,political_ideology,Conservative_socialism,socialism,"In the 1880s, Rodbertus' conservative socialism was ","Metternich's conservative socialism saw liberalism and nationalism as forms of middle-class dictatorship over the masses.Johann Karl Rodbertus, a monarchist conservative landowner and lawyer who briefly served as minister of education in Prussia in 1848, promoted a form of state socialism led by an enlightened monarchy supporting state regulation of the economy.","""a political expression of the interests of the German Junkers east of the Elbe. The east of the Elbe was a region of vast landed estates, worked by a serf-like class of peasants, and owned by a Junker aristocracy based on military virtues. To the Junker, the state was less a coercive organization than a voluntary association of aristocrats who had been given their landed estates in return for the provision of military service. The Junker regarded the state as a corporation of landlords, and the king, who was himself"
3943,political_ideology,Conservative_socialism,socialism,"In the 1880s, Rodbertus' conservative socialism was ","In the 1880s, Rodbertus' conservative socialism was promoted as a non-revolutionary alternative to social democracy and a means to justify the acceptance of Bismarck's social policies.","discovered by the socialist movement and quickly incorporated into its platform. In the 1890s, Rodbertus' political agenda was realized by the German government, which adopted his social welfare policies."
3944,political_ideology,Tory_socialism,socialism,Tory socialism was a term used by ,"Tory socialism was a term used by historians, particularly of the early Fabian Society, to describe the governing philosophy of the British Prime Minister Benjamin Disraeli.","19th-century British socialists to describe the then newly emerging economic and social policies of the British Conservative Party under Benjamin Disraeli and his successors.  The term originated in the early nineteenth century, and was used to describe the paternalistic approach of some Tory politicians towards the conditions of the poor. The term was given new meaning in the 1870s by the radical journalist William Thomas Stead, who began to use it to describe the programme of social reform being proposed by the Conservative government of Benjamin Disraeli. Stead believed that the Conservative Party"
3945,political_ideology,Prussian_socialism,socialism,His notions of Prussian socialism influenced Nazism ,His notions of Prussian socialism influenced Nazism and the Conservative Revolutionary movement.,"12 years later. The Hohenzollerns, rulers of Prussia, were a military family. In 1871, Prussia’s King Wilhelm I became the first Kaiser of Germany. The House of Hohenzollern ruled Germany until 1918. Prussia was a kingdom from 1701 until 1918, and was then a province of Germany until 1947. Prussia was part of Germany until 1945, when the Allies abolished it altogether. The Prussian"
3946,political_ideology,Prussian_socialism,socialism,His notions of Prussian socialism influenced Nazism ,"Landa describes Spengler's ""Prussian Socialism"" as ""working a whole lot, for the absolute minimum, but — and this is a vital aspect — being happy about it.""","80 years later.  ### Nazism  See also: Nazism and race  In Nazi Germany, the Nuremberg Laws (1935) prohibited sexual relations between Aryans and Jews as Rassenschande (""racial shame"") (literally ""race-disgrace"").  ### North America  Anti-miscegenation laws in the United States and Canada were repealed after the civil rights movement in the 1960s.  #### Latin America  In Latin America, most countries have repealed anti-m"
3947,political_ideology,Prussian_socialism,socialism,"Landa describes Spengler's ""Prussian Socialism"" as ""working ",His notions of Prussian socialism influenced Nazism and the Conservative Revolutionary movement.,"100% for the nation and not for himself"", and rejects individualism.  Landa also describes Spengler as being in favor of corporatism.  ### Fascism  Landa's definition of fascism is ""a form of government that is totalitarian in its ambition to control all aspects of political, social, economic, and cultural life, that is conservative in its affirmation of the nation as an organic community where the interests of all individuals should be subordinate to those of the nation as a whole, that is authoritarian in its view that"
3948,political_ideology,Prussian_socialism,socialism,"Landa describes Spengler's ""Prussian Socialism"" as ""working ","Landa describes Spengler's ""Prussian Socialism"" as ""working a whole lot, for the absolute minimum, but — and this is a vital aspect — being happy about it.""","100-hour weeks in the name of the working class."" He also notes that Spengler's ""Prussian Socialism"" has a ""totalitarian flavor."" (p. 64) Landa also discusses some of the key tenets of Spengler's ""Prussian Socialism"" (p. 64): ""The state is the highest form of life on earth."" ""The state is the embodiment of the creative destiny of a people."" ""The state is the highest moral good."" ""The state is the will to"
3949,political_ideology,Guild_socialism,socialism,Guild socialism is a political movement advocating ,"Guild socialism is a political movement advocating workers' control of industry through the medium of trade-related guilds ""in an implied contractual relationship with the public"".",‎(1) worker control of industry through ‎(2) industrial unions. 1.1 1.1.1 The Socialist League 1.2 1.2.1 American 1.3 1.3.1 Italian 1.4 1.4.1 British 1.5 1.5.1 Spanish 1.6 1.6.1 Yugoslav 1.7 1.7.1 Other 3.1 Book-length histories 3.2 Articles and pamphlets 3.3 Contemporary accounts 3.
3950,political_ideology,Guild_socialism,socialism,Guild socialism is a political movement advocating ,"The theory of guild socialism was developed and popularised by G. D. H. Cole who formed the National Guilds League in 1915 and published several books on guild socialism, including Self-Government in Industry and Guild Socialism Restated.","17, · The following is the transcript of a speech delivered by a representative of the Socialist Equality Party at a meeting organised by the University of Melbourne Socialist Alternative club on the topic of “ Lessons of the Russian Revolution. The following is the transcript of a speech delivered by a representative of the Socialist Equality Party at a meeting organised by the University of Melbourne Socialist Alternative club on the topic of “ Lessons of the Russian Revolution. The British Labour Party was formed in 1900 by a merger of the Independent Labour Party ( ILP), which was created in"
3951,political_ideology,Guild_socialism,socialism,The theory of guild socialism was developed ,"Guild socialism is a political movement advocating workers' control of industry through the medium of trade-related guilds ""in an implied contractual relationship with the public"".","100 years ago by G.D.H. Cole in his book ‘Guild Socialism Re-Stated’ and was based on the ideas of William Morris and the Arts and Crafts Movement. The original idea was that the economy should be rebuilt from the bottom up through the agency of guilds. These would be associations of workers in particular industries or trades, which would organise the economy at that level. Representatives of the guilds would then meet to co-ordinate the guilds’ activities at the national level. Cole was inspired by the guilds that"
3952,political_ideology,Guild_socialism,socialism,The theory of guild socialism was developed ,"The theory of guild socialism was developed and popularised by G. D. H. Cole who formed the National Guilds League in 1915 and published several books on guild socialism, including Self-Government in Industry and Guild Socialism Restated.","1906-1920 by S.G. Hobson and G.D.H. Cole. It was advanced as an alternative to the state control of the economy. The main idea was to break up the economy into a number of guilds, each guild representing a particular industry or profession, and each guild would have a monopoly over the particular industry or profession it represented. Each guild would be self-regulating and no other individual or group would be allowed to participate in the economic activities represented by the guild unless they were a member of the guild. The gu"
3953,political_ideology,Bourgeois_socialism,socialism,Bourgeois socialism or conservative socialism was a ,"Bourgeois socialism or conservative socialism was a term used by Karl Marx and Friedrich Engels in various pieces, including in The Communist Manifesto.","19th century socialist tendency. It was advocated by the right wing of the First International and the Second International and became the official doctrine of some socialist parties during the 20th century. It was also referred to as liberal socialism.  Not to be confused with Liberal socialism.  ## Characteristics  In a letter written in 1849, Friedrich Engels described ""bourgeois socialism"" as ""a section of the bourgeoisie which, gifted with rare intelligence and acumen, understands the writings of its class and draws the correct"
3954,political_ideology,Yellow_socialism,socialism,Yellow socialism was an economic system proposed ,"Yellow socialism was an economic system proposed in 1902 by Pierre Biétry, as an alternative to the ""Red socialism"" advocated in Marxism.","1919 by the journalist and politician Karl Schumacher.  Yellow socialism  ## Definition  Yellow socialism was understood as a system that would combine the efficiency of the free market with the goals of socialism, and thus overcome the problems of the market economy. The term was used by Schumacher in his book Das soziale Elend. Eine Ursachenforschung (Social Misery: An Analysis of Causes).  The term yellow socialism was coined by the economist and journalist Karl Schumacher, who was, among other things, chairman of the Verein"
3955,political_ideology,Yellow_socialism,socialism,Yellow socialism was an economic system proposed ,"Yellow socialism was prominent until World War I, competing with Marxism for support among workers.","1868 by Louis Blanc. Racial socialism is a form of socialism that favors a racial group over another. Biblical socialism is a form of Christian socialism that favors the Bible. Ethical socialism is a socialism that favors ethics. Syndicalism is a form of socialism that favors trade unions. State socialism is a form of socialism where the state controls the means of production. Utopian socialism is a form of socialism that favors the creation of small, self-cont"
3956,political_ideology,Yellow_socialism,socialism,Yellow socialism was prominent until World War ,"Yellow socialism was an economic system proposed in 1902 by Pierre Biétry, as an alternative to the ""Red socialism"" advocated in Marxism.","1, after which Marxism became the dominant form of socialism. The Marxist theory of socialism is that socialism is a transitional social state between the overthrow of capitalism and the realization of communism. According to Marxism, the capitalist stage of history can only be overthrown with revolutionary violence. Marxists believe that socialism will be achieved when the working class rises up and overthrows the capitalists. The workers will then seize the means of production from the capitalists and create a new socialist society. In this new society, the workers will collectively own"
3957,political_ideology,Yellow_socialism,socialism,Yellow socialism was prominent until World War ,"Yellow socialism was prominent until World War I, competing with Marxism for support among workers.",1. The Green socialism was prominent from 1920-1970. The Red socialism was prominent from 1970 to the present. GREEN SOCIALISM: Green socialism is a form of socialism that is very similar to red socialism except that the government is not as involved in the economy. But the economy is still controlled by the government. There is more free enterprise than red socialism. Most of Europe is green socialism today. RED SOCIALISM: Red socialism is a form of socialism that is very similar
3958,political_ideology,Democratic_socialism,socialism,Democratic socialism is a political philosophy supporting ,"Democratic socialism is a political philosophy supporting political democracy within a socially owned economy, with a particular emphasis on economic democracy, workplace democracy and workers' self-management within a market socialist economy or some form of a decentralised planned socialist economy.","democracy and social ownership of the means of production, with an emphasis on economic democracy, workplace democracy and workers' self-management within a  market or  some form of a decentralised planned economy.  *   Eugene V. Debs, five-time Socialist Party of America presidential candidate *   Norman Thomas, six-time Socialist Party of America presidential candidate *   A. Philip Randolph, trade unionist and socialist *   Martin Luther King Jr., civil rights leader and democratic socialist"
3959,political_ideology,Democratic_socialism,socialism,Democratic socialism is a political philosophy supporting ,Democratic socialism is what most socialists understand by the concept of socialism.,"2020-08-14 · Socialism is an economic system where everyone in society equally owns the factors of production. socialism -Svensk översättning - Linguee Socialism is a political, social and economic philosophy encompassing a range of economic and social systems characterised by social ownership of the means of production and workers' self-management of enterprises. It includes the political theories and movements associated with such systems. Socialism can be divided into non-market and market forms. Non-market socialism involves the substitution of factor markets and money"
3960,political_ideology,Democratic_socialism,socialism,Democratic socialism is what most socialists understand ,"Democratic socialism is a political philosophy supporting political democracy within a socially owned economy, with a particular emphasis on economic democracy, workplace democracy and workers' self-management within a market socialist economy or some form of a decentralised planned socialist economy.","21st century socialism to be: a democratic society where the people collectively control the means of production, and that they do so through democratically-controlled public enterprises. This is the only form of socialism that has been shown to work in the real world, and it is the only form of socialism that is compatible with democracy. The only reason this should be controversial is that the capitalist class and their media have spent decades and billions of dollars trying to convince people that socialism is bad. They have done this because they know that if people understood what social"
3961,political_ideology,Democratic_socialism,socialism,Democratic socialism is what most socialists understand ,Democratic socialism is what most socialists understand by the concept of socialism.,"21st century socialism to be. What is Socialism, actually? A definition. What do socialists say about themselves? What is Democratic Socialism? What is Marxism? Misconceptions about socialists and socialism Socialism is a system in which the workers own their means of production. As opposed to capitalism, in which the workers are exploited by the owners of the means of production. Socialism is the economic system in which the workers own their means of production. Capitalism is the economic system in which the owners of the means"
3962,political_ideology,Austrian_National_Socialism,socialism,Austrian National Socialism was a pan-German movement that ,Austrian National Socialism was a pan-German movement that was formed at the beginning of the 20th century.,"promoted the idea of a Greater Germany and opposed France, Britain, and the Soviet Union.  Austrian National Socialism had strong links with Austrian pan-Germanism and the völkisch movement, and it was strongly influenced by the German National Socialist Workers' Party in Germany.  ## History  The first Austrian National Socialist party in Austria was the Deutsche Arbeiterpartei (DAP, German Workers' Party) founded in September 1918 and led by Rudolf Jung. The DAP was a German nationalist party that promoted the idea of un"
3963,political_ideology,Liberal_socialism,socialism,Liberal socialism is a political philosophy that ,Liberal socialism is a political philosophy that incorporates liberal principles to socialism.,2018-07-31 · Socialism is a range of economic and social systems characterised by social ownership and workers' self-management of the means of production as well as the political theories and movements associated with them. 3.3.1 Economic Liberalism and Socialism in the. 19th Century. 24. 3.3.2 The Impact of Industrialization. 27. 3.3.3 The First World War. Svensk ekonomi historia pappersomslag engelska The Social Democratic Model of E
3964,political_ideology,Liberal_socialism,socialism,Liberal socialism is a political philosophy that ,Liberal socialism has been compared to modern social democracy as it supports a mixed economy that includes both private property and social ownership in capital goods.,"1 believes the economy should be primarily owned and controlled by the community collectively, through the state, but advocates maintaining private ownership over the means of production, with an emphasis on self-management and/or public ownership in some form. 2. Socialism and the American Economy. A socialist economy is one in which all production and distribution decisions are made by the government. By contrast, in a capitalist economy, private citizens own and use most of the property and means of production, and individuals make most of the decisions in the marketplace. The socialist movement has been divided into many"
3965,political_ideology,Liberal_socialism,socialism,Liberal socialism has been compared to modern ,Liberal socialism is a political philosophy that incorporates liberal principles to socialism.,"21st-century American liberalism.  ## Economic policy  Early American liberalism referred to a wide variety of related yet distinct philosophical ideas regarding the economy. They shared a belief in private property, individualism, the natural rights of individuals, including the right to life, liberty, and property. They believed in the importance of a republican form of government that was representative of the citizens.  ### Laissez-faire  Main article: Laissez-faire  Laissez-faire, a French term that translates as ""leave alone"
3966,political_ideology,Liberal_socialism,socialism,Liberal socialism has been compared to modern ,Liberal socialism has been compared to modern social democracy as it supports a mixed economy that includes both private property and social ownership in capital goods.,"19th century ""welfare capitalism."" The definition of liberalism has changed over time. In its 18th and 19th century usages, liberalism referred to an ideology based on individual freedom and a limited role for government. The role of government was to protect property and individual freedom and to be an impartial rule maker. In the 20th century, liberalism began to be associated with a growing belief that the government had a role to play in ensuring that all people had the opportunity to succeed in society. The government is seen as an impartial referee that"
3967,political_ideology,Socialism_of_the_21st_century,socialism,Socialism of the 21st century is an interpretation of socialist ,Socialism of the 21st century is an interpretation of socialist principles first advocated by German sociologist and political analyst Heinz Dieterich and taken up by a number of Latin American leaders.,"‎philosophy developed in the late 20th and early 21st centuries. Most of the New Left political movements of the 1960s and 1970s in the United States and Western Europe have subsequently moved away from Marxism and toward democratic socialism. In the United States, the ""New Communist Movement"" of the 1970s contained many groups which developed new interpretations of democratic socialism and attempted to move away from some of the dogmas of the Old Left. The New Left in the United Kingdom during the "
3968,political_ideology,Socialism_of_the_21st_century,socialism,Socialism of the 21st century is an interpretation of socialist ,"Socialism of the 21st century has democratic socialist elements, but it primarily resembles Marxist revisionism.Leaders who have advocated for this form of socialism include Hugo Chávez of Venezuela, Néstor Kirchner of Argentina, Rafael Correa of Ecuador, Evo Morales of Bolivia and Luiz Inácio Lula da Silva of Brazil.","21st century socialism, a term and concept first advocated by German sociologist and political economist Rudolf Bahro in his 1989 work Socialism and Survival. In 1999, Heinz Dieterich Steffan coined the term Socialism of the 21st century to refer to a form of democratic socialism that seeks to go beyond the limits of traditional socialism by including aspects of ecology, feminism and the indigenous and peasant movements. The term democratic socialism is sometimes used synonymously with socialism"
3969,political_ideology,Socialism_of_the_21st_century,socialism,"Socialism of the 21st century has democratic socialist elements, but ",Socialism of the 21st century is an interpretation of socialist principles first advocated by German sociologist and political analyst Heinz Dieterich and taken up by a number of Latin American leaders.,"21st century Socialism differs from traditional democratic socialism due to geopolitical changes from the 20th century to the 21st century. Unlike orthodox Marxism, democratic socialism holds that both the economy and society should be run democratically to meet the needs of the public. The origins of socialist thought lie in the criticism of capitalism and free market economics. Democratic socialists contend that capitalism is inherently incompatible with the democratic values of liberty, equality and solidarity; and that these ideals"
3970,political_ideology,Socialism_of_the_21st_century,socialism,"Socialism of the 21st century has democratic socialist elements, but ","Socialism of the 21st century has democratic socialist elements, but it primarily resembles Marxist revisionism.Leaders who have advocated for this form of socialism include Hugo Chávez of Venezuela, Néstor Kirchner of Argentina, Rafael Correa of Ecuador, Evo Morales of Bolivia and Luiz Inácio Lula da Silva of Brazil.","21st century socialism is not democratic socialism, and not even close to democratic socialism. The problem with the socialist ideology is that socialism is a non-economic ideology. It is a non-economic ideology because it is based on the erroneous assumption that the government should control the means of production. The problem is that the government does not control the means of production. The government only controls the means of production, which is the government. The government can control the means of production, but it cannot control the government. This is a problem because"
3971,political_ideology,Agrarian_socialism,socialism,Agrarian socialism is a political ideology which ,Agrarian socialism is a political ideology which combines an agrarian way of life with a socialist economic system.,"20th century proponents such as E. F. Schumacher, Stuart Chase, and Ralph Borsodi argued was a solution to the economic disorder caused by the Great Depression in the 1930s. Schumacher, Chase, and Borsodi argued that private farming should be encouraged to increase self-sufficiency, thus lessening the power of commercial farming. Agrarian socialism is a term coined by Mikhail Bakunin to refer to the socialist political tendency based on the peasantry and agrarian production. The term is"
3972,political_ideology,Religious_socialism,socialism,Religious socialism is any form of socialism ,Religious socialism is any form of socialism based on religious values.,"* based on religious values. * Some Christian socialists believe capitalism to be idolatrous and rooted in greed, which some Bible texts,    * such as the Magnificat, particularly Luke 1:52–53, associate with sin and moral breakdown.      * Jesus is sometimes considered the first socialist, based on his statements in the Gospels regarding poverty        * and charity, such as his teachings in the Sermon on the Mount and story of the rich man and Lazarus in the Gospel of Luke.  "
3973,political_ideology,Buddhist_socialism,socialism,Buddhist socialism is a political ideology which ,Buddhist socialism is a political ideology which advocates socialism based on the principles of Buddhism.,"1 seeks to apply the principles of Buddhism to socioeconomic and political arrangements. Buddhist socialism is not a single philosophy, but a wide range of political beliefs that incorporate Buddhist beliefs, often alongside other leftist and socialist values. Buddhist socialism has several strands. It first developed in the 19th century with the rise of modern Buddhist activism and the revival of Buddhist laity. In the early 20th century, Buddhist socialism was further developed by Buddhist intellectuals who were influenced by both Buddh"
3974,political_ideology,Gandhian_socialism,socialism,Gandhian socialism is the branch of socialism ,Gandhian socialism is the branch of socialism based on the nationalist interpretation of the theories of Mahatma Gandhi.,"1. Socialism is the path or the means to achieve such a society. Gandhi would have been a communist. His ideas on the subject are to be found in his writings like Hind Swaraj and Sarvodaya. 3. He believed in an egalitarian society. For Gandhi, socialism is the road to communism. 2. Socialism is the means and communism is the end. 2. Gandhian socialism is a system of social organization that is based on the principles of Mahatma Gandhi. It is an attempt to find a middle path between capital"
3975,political_ideology,Gandhian_socialism,socialism,Gandhian socialism is the branch of socialism ,Gandhian socialism generally centers on Hind Swaraj or Indian Home Rule authored by Gandhi.,"16 17 asserting that the means of protesting injustice must be consistent with the premises of one s ultimate objective. Therefore, it is both a moral-ethical system and a socio-economic system. It is founded upon the following tenets: 16 Source: Wikipedia, the free encyclopedia, URL: 17 18 1. A belief in the intrinsic dignity of all human beings. 2. A belief in the equality of all human beings. 3. A belief in the universality of all human beings,"
3976,political_ideology,Gandhian_socialism,socialism,Gandhian socialism generally centers on Hind Swaraj ,Gandhian socialism is the branch of socialism based on the nationalist interpretation of the theories of Mahatma Gandhi.,"1908, considered Gandhias most important political writing. The work takes a moral stand against modern industrial society, focusing on the need for a return to small-scale village economies, with the emphasis on human labor rather than machinery. This work contains Gandhias famous dictum: aThe good of the individual is contained in the good of all.a Gandhias philosophy of ahimsa (nonviolence) and the practice of satyagraha (civil disobedience) have had a profound influence on the"
3977,political_ideology,Gandhian_socialism,socialism,Gandhian socialism generally centers on Hind Swaraj ,Gandhian socialism generally centers on Hind Swaraj or Indian Home Rule authored by Gandhi.,"1908 , first published in Gujarati. In Hind Swaraj Gandhi gives a diagnosis of India's problems of the day and offers solutions to them all imbued with the spirit of swadeshi self-sufficiency of the village. In Gandhi's thought, the Indian village as a space not organized along the lines of industrial capitalism was looked to as a space with the potential for swaraj self-government. The present volume attempts to capture the rich and complex debate that Gandhi's Hind Swaraj has stimulated among scholars from different"
3978,political_ideology,Islamic_socialism,socialism,Islamic socialism is a political philosophy that ,Islamic socialism is a political philosophy that incorporates Islamic principles to socialism.,"combines Islamic principles with socialist principles.  ## History  ### Early Islamic socialism (622–19th century)  Main article: Islamic socialism  After the death of the Islamic prophet Muhammad in 632, a series of Rashidun (rightly guided) Caliphs ruled the Islamic Caliphate. The Rashidun Caliphate was a huge empire, and the Arabian peninsula was no longer the world's center of culture, politics and economics. The new emp"
3979,political_ideology,Islamic_socialism,socialism,Islamic socialism is a political philosophy that ,"In the modern era, Islamic socialism can be divided into two: a left-wing and a right-wing form.","combines Islamic principles and religious values with socialist ideas.  #### Anarchism  See also: Religious anarchism  The Islam in its original form is very close to anarchism. The Quran calls on believers to conduct their affairs by Shura (consultation). Shura is the basis for the traditional Islamic legal principle of Ijma (consensus). In the early Islamic communities, all decisions were made by the whole community, and the ruler was elected.  #### Democratic socialism  Democratic socialism is a political ide"
3980,political_ideology,Islamic_socialism,socialism,"In the modern era, Islamic socialism can ",Islamic socialism is a political philosophy that incorporates Islamic principles to socialism.,"be traced back to the writings of the early 20th-century Islamic theologian Muhammad al-Ash'ari.  The Islamic Republic of Iran has been described as having a ""socialist economy"" by its leaders, including Supreme Leader Ali Khamenei. The Islamic Socialist Movement is a socialist organization in the United Arab Emirates, while the Islamic Labour Party is a now-defunct socialist party in Indonesia. The Islamic Socialist Front is a political party in Tunisia.  ## History  ### Origins "
3981,political_ideology,Islamic_socialism,socialism,"In the modern era, Islamic socialism can ","In the modern era, Islamic socialism can be divided into two: a left-wing and a right-wing form.","25. 0000006599 00000 n 0000003716 00000 n Islamic Socialism is a form of socialism that follows Islamic principles. 0000003002 00000 n 0000004679 00000 n Islamic socialism is a more spiritual form of socialism. It is a way of life that is based on the teachings of the Quran, the Hadith and the"
3982,political_ideology,Revolutionary_socialism,socialism,Revolutionary socialism is the socialist doctrine that ,Revolutionary socialism is the socialist doctrine that social revolution is necessary in order to bring about structural changes to society.,"1918: The Rise and Fall of Soviet Communism. The Revolutionary Rosa Luxemburg and the Marxist Tradition. Social Democracy: The Enemy Within. Rosa Luxemburg was a Polish-born German Marxist theorist, socialist philosopher, and revolutionary. She was a theorist of the Social Democratic Party of Germany (SPD) and later the Independent Social Democratic Party of Germany (USPD), and after the November Revolution, the Communist Party of Germany (KPD). Rosa Luxemburg has 57 books on Goodreads with 12"
3983,political_ideology,Revolutionary_socialism,socialism,Revolutionary socialism is the socialist doctrine that ,"Revolutionary socialism encompasses multiple political and social movements that may define ""revolution"" differently from one another.","1) the working class is the revolutionary vanguard of society, and 2) that revolutionary violence is a necessary means to establish a socialist mode of production. A revolutionary socialist is a socialist who believes that the working class (or the proletariat) must revolt against the capitalists and their state and establish its own socialist state, by force if necessary. Revolutionary socialists are generally Marxists, but people who believe in socialist revolution without being Marxists also exist. Marxism-Leninism is a revolutionary socialist tendency based on the theories of"
3984,political_ideology,Revolutionary_socialism,socialism,Revolutionary socialism encompasses multiple political and social ,Revolutionary socialism is the socialist doctrine that social revolution is necessary in order to bring about structural changes to society.,"‎Criticism of communism · ‎Left-wing politics · ‎Marxism · ‎Socialism. Revolutionary socialism - The term ""socialism"" was first used in this context by Henri de Saint-Simon , one of the founders of what would later be labelled "" utopian socialism "". In the mid-20th century, Marxist revolutions in the developing world substituted the terms ""communist revolution"" or ""anti-imperialist revolution"" for "" socialist revolution"", so that the socialist revolution in Russia and"
3985,political_ideology,Revolutionary_socialism,socialism,Revolutionary socialism encompasses multiple political and social ,"Revolutionary socialism encompasses multiple political and social movements that may define ""revolution"" differently from one another.","‎theories that may define ""revolution"" differently from one another. Revolutionary socialists believe such upheaval is required to effect structural. The Rise and Fall of Anglo-French Supremacy, – A Study in European Economic History. 2nd Edition. By H. Feinstein. This book, originally published inis a detailed study of the economic history of Europe in the nineteenth century. The author examines the rise and fall of Anglo-French economic supremacy, as well as other. The Rise and Fall of Anglo-French"
3986,political_ideology,Ethical_socialism,socialism,Ethical socialism is a political philosophy that ,"Ethical socialism is a political philosophy that appeals to socialism on ethical and moral grounds as opposed to economic, egoistic, and consumeristic grounds.","1) calls for the achievement of greater economic and social equality by making the economy more democratic, 2) opposes virtually all forms of private ownership of property that produce income, such as land, housing, natural resources, and capital, and 3) supports the democratic public ownership and control of the means of producing and distributing goods and services. Ethical socialists often insist that, if not immediately, eventually all of the means of production and distribution should be publicly owned and controlled by society as a whole through its democratic institutions. Ethical socialists also hold that economic and social"
3987,political_ideology,Ethical_socialism,socialism,Ethical socialism is a political philosophy that ,Ethical socialism was an important ideology within the British Labour Party.,"181 192 advocates an economy that combines collectivised ownership of the means of production with political democracy and aims at the equal distribution of wealth. It also advocates an alternative to the capitalist economy and private ownership of the means of production and distribution, which it believes concentrate power and wealth in the hands of the wealthy. As an alternative, ethical socialism seeks to create a socialist economy that is guided by both a moral critique of capitalism and the principle that the means of production are owned collectively and controlled democratically in order to better provide for the"
3988,political_ideology,Ethical_socialism,socialism,Ethical socialism was an important ideology within ,"Ethical socialism is a political philosophy that appeals to socialism on ethical and moral grounds as opposed to economic, egoistic, and consumeristic grounds.","20th century socialism. It appealed to socialists who rejected the view that the social revolution would come about through the general strike or the insurrection of the proletariat as a result of an economic crisis. It was used by Socialists, such as Norman Thomas, who were opposed to the Marxist-Leninist tactics of social revolution and sought to advance socialism through ethical and moral arguments rather than through class struggle.  ### Guild socialism  Main article: Guild socialism  Guild socialism is a political movement advocating workers control of industry through the medium"
3989,political_ideology,Ethical_socialism,socialism,Ethical socialism was an important ideology within ,Ethical socialism was an important ideology within the British Labour Party.,"20th century socialist movements of Western Europe, especially the Socialist Party of Great Britain and the Socialist Party of Canada. The Fabian Society was also founded as a democratic socialist group with a strong emphasis on gradualism and the ethical side of socialism. Liberal socialism combines socialism with liberalism. Liberal socialism supports a mixed economy that includes both private property and social ownership in capital goods. It aims to provide basic public services in cases where private enterprise is perceived to have failed. Liberal socialism promotes universal access to civil and political rights, as"
3990,political_ideology,African_socialism,socialism,African socialism is a belief in sharing ,"African socialism is a belief in sharing economic resources in a traditional African way, as distinct from classical socialism.","55 56 However, the South African variant of Afrocentric socialism is anti-Marxist and takes elements from the Marxist doctrine. Further information: Socialism in South Asia and Third World socialism. In India, the growth of socialist groups and parties dedicated to socialist programs and ideals, began in the s. Besides the organized left-wing parties, there were also socialist and communist ideas flourishing in and around the then Indian National Congress. However, the most important socialist organization at the time was the Congress Socialist Party , which was"
3991,political_ideology,African_socialism,socialism,African socialism is a belief in sharing ,"Julius Nyerere's perceived African socialism as being embedded within African culture largely due to its communitarian model, a feature of African lifestyle that had been severely changed during the period of colonisation, and therefore took it upon himself to reestablish it.","a rejection of the idea that each person should fend only for himself or herself. African socialism is placement of the entire material and human resources of a given society at the disposal of the elected representatives of the people, on the principle that all power should be exercised in the interests of all. African socialism is the elimination of capitalism and imperialism in all their manifestations. 53 On the other hand, Nyereres critique of the incompatibility of African traditions with the Western political economy, culture and society was more"
3992,political_ideology,African_socialism,socialism,Julius Nyerere's perceived African socialism as being ,"African socialism is a belief in sharing economic resources in a traditional African way, as distinct from classical socialism.","1970s 'East German-style Socialism' – the latter being a form of communism.  ### Ujamaa  Nyerere's Ujamaa policy was also unpopular with the IMF and with foreign donors. Increasingly, Tanzania's leadership had to make economic concessions to the World Bank and IMF in order to qualify for aid and loans. Nyerere's free market opponents blamed Tanzania's lack of development on Nyerere's socialist policies, which they said ham"
3993,political_ideology,African_socialism,socialism,Julius Nyerere's perceived African socialism as being ,"Julius Nyerere's perceived African socialism as being embedded within African culture largely due to its communitarian model, a feature of African lifestyle that had been severely changed during the period of colonisation, and therefore took it upon himself to reestablish it.","80% socialism and 20% Africanism. Julius Nyerere is famous for coining and developing the concept of Ujamaa. Ujamaa is a form of African socialism, which he adopted after witnessing the negative effects of capitalism and colonialism in Africa. It is a Swahili word meaning familyhood or brotherhood. In the United States, the term African socialism has been used to refer to Pan-African socialism. African socialism is a belief in sharing economic resources in a traditional African way. It is an ideology which prom"
