,domain,name,category,prompts,wikipedia
16229,religious_ideology,Islamic_Modernism,islam,Islamic Modernism is a movement that has ,"Islamic Modernism is a movement that has been described as ""the first Muslim ideological response to the Western cultural challenge"" attempting to reconcile Islamic faith with modern values such as democracy, civil rights, rationality, equality, and progress."
16230,religious_ideology,Islamic_Modernism,islam,Islamic Modernism is a movement that has ,"One expression of Islamic Modernism is that ""only when Islam is interpreted so as to be relevant in a world which is different from what it was 1400 years ago, can Islam be regarded as a religion for all ages."""
16231,religious_ideology,Islamic_Modernism,islam,One expression of Islamic Modernism is that ,"Islamic Modernism is a movement that has been described as ""the first Muslim ideological response to the Western cultural challenge"" attempting to reconcile Islamic faith with modern values such as democracy, civil rights, rationality, equality, and progress."
16232,religious_ideology,Islamic_Modernism,islam,One expression of Islamic Modernism is that ,"One expression of Islamic Modernism is that ""only when Islam is interpreted so as to be relevant in a world which is different from what it was 1400 years ago, can Islam be regarded as a religion for all ages."""
16233,religious_ideology,American_Society_of_Muslims,islam,The American Society of Muslims was a predominantly African-American ,The American Society of Muslims was a predominantly African-American association of Muslims which was the direct descendant of the original Nation of Islam.
16234,religious_ideology,American_Society_of_Muslims,islam,The American Society of Muslims was a predominantly African-American ,"Finally it settled on the American Society of Muslims.In 1977, Louis Farrakhan resigned from Warith Deen's reformed organization, and with a number of supporters decided to rebuild the original Nation of Islam upon the foundation established by Wallace Fard Muhammad and Elijah Muhammad."
16235,religious_ideology,American_Society_of_Muslims,islam,Finally it settled on the American Society of Muslims.In ,The American Society of Muslims was a predominantly African-American association of Muslims which was the direct descendant of the original Nation of Islam.
16236,religious_ideology,American_Society_of_Muslims,islam,Finally it settled on the American Society of Muslims.In ,"Finally it settled on the American Society of Muslims.In 1977, Louis Farrakhan resigned from Warith Deen's reformed organization, and with a number of supporters decided to rebuild the original Nation of Islam upon the foundation established by Wallace Fard Muhammad and Elijah Muhammad."
16237,religious_ideology,Nation_of_Islam,islam,The Nation of Islam is an African American ,"The Nation of Islam is an African American political and new religious movement, founded in Detroit, Michigan, United States, by Wallace Fard Muhammad on July 4, 1930."
16238,religious_ideology,Nation_of_Islam,islam,The Nation of Islam is an African American ,"He took over the Nation of Islam's headquarters temple, Mosque Maryam in Chicago, Illinois."
16239,religious_ideology,Nation_of_Islam,islam,He took over the Nation of Islam's headquarters ,"The Nation of Islam is an African American political and new religious movement, founded in Detroit, Michigan, United States, by Wallace Fard Muhammad on July 4, 1930."
16240,religious_ideology,Nation_of_Islam,islam,He took over the Nation of Islam's headquarters ,"He took over the Nation of Islam's headquarters temple, Mosque Maryam in Chicago, Illinois."
16241,religious_ideology,United_Nation_of_Islam,islam,The United Nation of Islam is an African American ,"The United Nation of Islam is an African American religious movement based in Kansas City, Kansas."
16242,religious_ideology,Muslim_Canadian_Congress,islam,The Muslim Canadian Congress was organized to provide ,"The Muslim Canadian Congress was organized to provide a voice to Muslims who support a ""progressive, liberal, pluralistic, democratic, and secular society where everyone has the freedom of religion."""
16243,religious_ideology,Canadian_Muslim_Union,islam,The Canadian Muslim Union is a registered not-for-profit ,The Canadian Muslim Union is a registered not-for-profit corporation in Canada.
16244,religious_ideology,Progressive_British_Muslims,islam,Progressive British Muslims was a group of Liberal ,Progressive British Muslims was a group of Liberal British Muslims that formed following the London terrorist attacks of 7 July 2005.
16245,religious_ideology,Progressive_Muslim_Union,islam,The Progressive Muslim Union of North America was ,The Progressive Muslim Union of North America was a liberal Islamic organization.
16246,religious_ideology,Progressive_Muslim_Union,islam,The Progressive Muslim Union of North America was ,"The Progressive Muslim Union is the result of almost two years of conversation and collaboration between a group of North American Muslims who are committed to representing and renewing our community in all its social, ideological and political diversity."
16247,religious_ideology,Progressive_Muslim_Union,islam,The Progressive Muslim Union is the result of ,The Progressive Muslim Union of North America was a liberal Islamic organization.
16248,religious_ideology,Progressive_Muslim_Union,islam,The Progressive Muslim Union is the result of ,"The Progressive Muslim Union is the result of almost two years of conversation and collaboration between a group of North American Muslims who are committed to representing and renewing our community in all its social, ideological and political diversity."
16249,religious_ideology,Tolu-e-Islam,islam,"Tolu-e-Islam, also known as Bazm-e-Tolu-e-Islam, is ","Tolu-e-Islam, also known as Bazm-e-Tolu-e-Islam, is an organization which focuses on understanding the Quran via logic, empiricism, and the appropriate application of the rules of Classical Arabic."
16250,religious_ideology,Tolu-e-Islam,islam,"Tolu-e-Islam, also known as Bazm-e-Tolu-e-Islam, is ","The words Tolu-e-Islam, meaning ""dawn"" or ""resurgence"" of Islam, were taken from ""Tulu'i Islam"", the title of a poem by the philosopher and poet Muhammad Iqbal."
16251,religious_ideology,Tolu-e-Islam,islam,"The words Tolu-e-Islam, meaning ""dawn"" or ","Tolu-e-Islam, also known as Bazm-e-Tolu-e-Islam, is an organization which focuses on understanding the Quran via logic, empiricism, and the appropriate application of the rules of Classical Arabic."
16252,religious_ideology,Tolu-e-Islam,islam,"The words Tolu-e-Islam, meaning ""dawn"" or ","The words Tolu-e-Islam, meaning ""dawn"" or ""resurgence"" of Islam, were taken from ""Tulu'i Islam"", the title of a poem by the philosopher and poet Muhammad Iqbal."
16253,religious_ideology,Non-denominational_Muslim,islam,A non-denominational Muslim is a Muslim who ,"A non-denominational Muslim is a Muslim who does not belong to, does not self-identify with, or cannot be readily classified under one of the identifiable Islamic schools and branches.Sectarian controversies have a long and complex history in Islam and they have been exploited and amplified by rulers for political ends."
16254,religious_ideology,Non-denominational_Muslim,islam,A non-denominational Muslim is a Muslim who ,Non-denominational Muslims have been adopted by some theocratic governments into their fold of pan-Islamism as a means to tackle unreasoning partisanship and takfirism.
16255,religious_ideology,Non-denominational_Muslim,islam,Non-denominational Muslims have been adopted by some ,"A non-denominational Muslim is a Muslim who does not belong to, does not self-identify with, or cannot be readily classified under one of the identifiable Islamic schools and branches.Sectarian controversies have a long and complex history in Islam and they have been exploited and amplified by rulers for political ends."
16256,religious_ideology,Non-denominational_Muslim,islam,Non-denominational Muslims have been adopted by some ,Non-denominational Muslims have been adopted by some theocratic governments into their fold of pan-Islamism as a means to tackle unreasoning partisanship and takfirism.
16257,religious_ideology,Hinduism,hinduism,Even among Hinduism denominations such as ,"Even among Hinduism denominations such as Shaivism and Vaishnavism, the Hindu identities, states Leslie Orr, lacked ""firm definitions and clear boundaries"".Overlaps in Jain-Hindu identities have included Jains worshipping Hindu deities, intermarriages between Jains and Hindus, and medieval era Jain temples featuring Hindu religious icons and sculpture."
16258,religious_ideology,Hindu_denominations,hinduism,Hindu denominations are traditions within  Hinduism ,"Hindu denominations are traditions within  Hinduism centered on one or more gods or goddesses, such as Shiva, Shakti, Vishnu, and Brahma."
16259,religious_ideology,Hindu_denominations,hinduism,Hindu denominations are traditions within  Hinduism ,"A notable feature of Hindu denominations is that they do not deny other concepts of the divine or deity, and often celebrate the other as henotheistic equivalent."
16260,religious_ideology,Hindu_denominations,hinduism,A notable feature of Hindu denominations is ,"Hindu denominations are traditions within  Hinduism centered on one or more gods or goddesses, such as Shiva, Shakti, Vishnu, and Brahma."
16261,religious_ideology,Hindu_denominations,hinduism,A notable feature of Hindu denominations is ,"A notable feature of Hindu denominations is that they do not deny other concepts of the divine or deity, and often celebrate the other as henotheistic equivalent."
16262,religious_ideology,Hinduism_in_Indonesia,hinduism,"Hinduism in Indonesia, as of the 2010 census, ","Hinduism in Indonesia, as of the 2010 census, is practised by about 1.7% of the total population, and by more than 83% of the population in Bali."
16263,religious_ideology,Hinduism_in_Indonesia,hinduism,"Hinduism in Indonesia, as of the 2010 census, ","Traditionally, Hinduism in Indonesia had a pantheon of deities and that tradition of belief continues in practice; further, Hinduism in Indonesia granted freedom and flexibility to Hindus as to when, how and where to pray."
16264,religious_ideology,Hinduism_in_Indonesia,hinduism,"Traditionally, Hinduism in Indonesia had a pantheon of ","Hinduism in Indonesia, as of the 2010 census, is practised by about 1.7% of the total population, and by more than 83% of the population in Bali."
16265,religious_ideology,Hinduism_in_Indonesia,hinduism,"Traditionally, Hinduism in Indonesia had a pantheon of ","Traditionally, Hinduism in Indonesia had a pantheon of deities and that tradition of belief continues in practice; further, Hinduism in Indonesia granted freedom and flexibility to Hindus as to when, how and where to pray."
16266,religious_ideology,Hindu_reform_movements,hinduism,"Several contemporary groups, collectively termed Hindu reform movements ","Several contemporary groups, collectively termed Hindu reform movements or Hindu revivalism, strive to introduce regeneration and reform to Hinduism, both in a religious or spiritual and in a societal sense."
16267,religious_ideology,Hindu_philosophy,hinduism,"Hindu philosophy refers to philosophies, world views ","Hindu philosophy refers to philosophies, world views and teachings that emerged in ancient India."
16268,religious_ideology,Hindu_philosophy,hinduism,"Hindu philosophy refers to philosophies, world views ",The orthodox schools of Hindu philosophy have been called ṣaḍdarśana.
16269,religious_ideology,Hindu_philosophy,hinduism,The orthodox schools of Hindu philosophy have ,"Hindu philosophy refers to philosophies, world views and teachings that emerged in ancient India."
16270,religious_ideology,Hindu_philosophy,hinduism,The orthodox schools of Hindu philosophy have ,The orthodox schools of Hindu philosophy have been called ṣaḍdarśana.
16271,religious_ideology,Hinduism_by_country,hinduism,Estimates of Hinduism by country reflects this diversity ,Estimates of Hinduism by country reflects this diversity of thought and way of life.
16272,religious_ideology,Balinese_Hinduism,hinduism,Balinese Hinduism is the form of Hinduism ,Balinese Hinduism is the form of Hinduism practiced by the majority of the population of Bali.
16273,religious_ideology,Balinese_Hinduism,hinduism,Balinese Hinduism is the form of Hinduism ,Balinese Hinduism has been formally recognized by the Indonesian government as one of the official religions practiced in Bali.
16274,religious_ideology,Balinese_Hinduism,hinduism,Balinese Hinduism has been formally recognized by ,Balinese Hinduism is the form of Hinduism practiced by the majority of the population of Bali.
16275,religious_ideology,Balinese_Hinduism,hinduism,Balinese Hinduism has been formally recognized by ,Balinese Hinduism has been formally recognized by the Indonesian government as one of the official religions practiced in Bali.
16276,religious_ideology,Buddhism,buddhism,Buddhism is the world's fourth-largest religion ,"Buddhism is the world's fourth-largest religion with over 520 million followers, or over 7% of the global population, known as Buddhists."
16277,religious_ideology,Buddhism,buddhism,Buddhism is the world's fourth-largest religion ,"Buddhism encompasses a variety of traditions, beliefs and spiritual practices largely based on original teachings attributed to the Buddha and resulting interpreted philosophies."
16278,religious_ideology,Buddhism,buddhism,"Buddhism encompasses a variety of traditions, ","Buddhism is the world's fourth-largest religion with over 520 million followers, or over 7% of the global population, known as Buddhists."
16279,religious_ideology,Buddhism,buddhism,"Buddhism encompasses a variety of traditions, ","Buddhism encompasses a variety of traditions, beliefs and spiritual practices largely based on original teachings attributed to the Buddha and resulting interpreted philosophies."
16280,religious_ideology,Chan_Buddhism,buddhism,Chan Buddhism spread from China south to ,"Chan Buddhism spread from China south to Vietnam as Thiền and north to Korea as Seon, and, in the 13th century, east to Japan as Japanese Zen."
16281,religious_ideology,Chan_Buddhism,buddhism,Chan Buddhism spread from China south to ,"Chan Buddhism survived in Tibet for several centuries, but had mostly been replaced by the 10th century developments in Tibetan Buddhism."
16282,religious_ideology,Chan_Buddhism,buddhism,Chan Buddhism survived in Tibet for several ,"Chan Buddhism spread from China south to Vietnam as Thiền and north to Korea as Seon, and, in the 13th century, east to Japan as Japanese Zen."
16283,religious_ideology,Chan_Buddhism,buddhism,Chan Buddhism survived in Tibet for several ,"Chan Buddhism survived in Tibet for several centuries, but had mostly been replaced by the 10th century developments in Tibetan Buddhism."
16284,religious_ideology,Seon_Buddhism,buddhism,"Seon Buddhism, represented chiefly by the Jogye ","Seon Buddhism, represented chiefly by the Jogye and Taego orders, is the most common type of Buddhism found in Korea."
16285,religious_ideology,Seon_Buddhism,buddhism,"Seon Buddhism, represented chiefly by the Jogye ","A main characteristic of Seon Buddhism is the use of the method of meditation, Ganhwa Seon."
16286,religious_ideology,Seon_Buddhism,buddhism,A main characteristic of Seon Buddhism is ,"Seon Buddhism, represented chiefly by the Jogye and Taego orders, is the most common type of Buddhism found in Korea."
16287,religious_ideology,Seon_Buddhism,buddhism,A main characteristic of Seon Buddhism is ,"A main characteristic of Seon Buddhism is the use of the method of meditation, Ganhwa Seon."
16288,religious_ideology,Won_Buddhism,buddhism,Won Buddhism can be regarded either as ,Won Buddhism can be regarded either as a syncretic new religious movement or as an offshoot of Korean Seon.
16289,religious_ideology,Won_Buddhism,buddhism,Won Buddhism can be regarded either as ,"""Korea's Won Buddhism: is it really a new religion?"
16290,religious_ideology,Won_Buddhism,buddhism,"""Korea's Won Buddhism: is it really a ",Won Buddhism can be regarded either as a syncretic new religious movement or as an offshoot of Korean Seon.
16291,religious_ideology,Won_Buddhism,buddhism,"""Korea's Won Buddhism: is it really a ","""Korea's Won Buddhism: is it really a new religion?"
16292,religious_ideology,Schools_of_Buddhism,buddhism,The schools of Buddhism are the various institutional ,The schools of Buddhism are the various institutional and doctrinal divisions of Buddhism that have existed from ancient times up to the present.
16293,religious_ideology,Nichiren_Buddhism,buddhism,Nichiren Buddhism is a branch of Mahayana ,Nichiren Buddhism is a branch of Mahayana Buddhism based on the teachings of the 13th-century Japanese Buddhist priest Nichiren and is one of the Kamakura Buddhism schools.
16294,religious_ideology,Nichiren_Buddhism,buddhism,Nichiren Buddhism is a branch of Mahayana ,"The Gohonzon used in Nichiren Buddhism is composed of the names of key bodhisattvas and Buddhas in the Lotus Sutra as well as Namu-Myoho-Renge-Kyo written in large characters down the center.After his death, Nichiren left to his followers the mandate to widely propagate the Gohonzon and Daimoku in order to secure the peace and prosperity of society.Traditional Nichiren Buddhist temple groups are commonly associated with Nichiren Shōshū and various Nichiren-shū schools."
16295,religious_ideology,Nichiren_Buddhism,buddhism,The Gohonzon used in Nichiren Buddhism is ,Nichiren Buddhism is a branch of Mahayana Buddhism based on the teachings of the 13th-century Japanese Buddhist priest Nichiren and is one of the Kamakura Buddhism schools.
16296,religious_ideology,Nichiren_Buddhism,buddhism,The Gohonzon used in Nichiren Buddhism is ,"The Gohonzon used in Nichiren Buddhism is composed of the names of key bodhisattvas and Buddhas in the Lotus Sutra as well as Namu-Myoho-Renge-Kyo written in large characters down the center.After his death, Nichiren left to his followers the mandate to widely propagate the Gohonzon and Daimoku in order to secure the peace and prosperity of society.Traditional Nichiren Buddhist temple groups are commonly associated with Nichiren Shōshū and various Nichiren-shū schools."
16297,religious_ideology,Pure_Land_Buddhism,buddhism,"Pure Land Buddhism, also referred to as Amidism ","Pure Land Buddhism, also referred to as Amidism in English, is a broad branch of Mahayana Buddhism and one of the most widely practiced traditions of Buddhism in East Asia."
16298,religious_ideology,Pure_Land_Buddhism,buddhism,"Pure Land Buddhism, also referred to as Amidism ","The term ""Pure Land Buddhism"" is used to describe both the Pure Land soteriology of Mahayana Buddhism, which may be better understood as ""Pure Land traditions"" or ""Pure Land teachings,"" and the separate Pure Land sects that developed in Japan from the work of Hōnen."
16299,religious_ideology,Pure_Land_Buddhism,buddhism,"The term ""Pure Land Buddhism"" is used to ","Pure Land Buddhism, also referred to as Amidism in English, is a broad branch of Mahayana Buddhism and one of the most widely practiced traditions of Buddhism in East Asia."
16300,religious_ideology,Pure_Land_Buddhism,buddhism,"The term ""Pure Land Buddhism"" is used to ","The term ""Pure Land Buddhism"" is used to describe both the Pure Land soteriology of Mahayana Buddhism, which may be better understood as ""Pure Land traditions"" or ""Pure Land teachings,"" and the separate Pure Land sects that developed in Japan from the work of Hōnen."
16301,religious_ideology,Nikaya_Buddhism,buddhism,"""Nikaya Buddhism"" is thus an attempt to ","""Nikaya Buddhism"" is thus an attempt to find a more neutral way of referring to Buddhists who follow one of the early Buddhist schools, and their practice."
16302,religious_ideology,Humanistic_Buddhism,buddhism,Humanistic Buddhism  is a modern philosophy ,Humanistic Buddhism  is a modern philosophy practiced by Buddhist groups originating from Chinese Buddhism which places an emphasis on integrating Buddhist practices into everyday life and shifting the focus of ritual from the dead to the living.
16303,religious_ideology,Humanistic_Buddhism,buddhism,Humanistic Buddhism  is a modern philosophy ,"Humanistic Buddhism is based on six core concepts, namely humanism, altruism, spiritual practices as part of daily life, joyfulness, timeliness and the universality of saving all beings."
16304,religious_ideology,Humanistic_Buddhism,buddhism,Humanistic Buddhism is based on six core ,Humanistic Buddhism  is a modern philosophy practiced by Buddhist groups originating from Chinese Buddhism which places an emphasis on integrating Buddhist practices into everyday life and shifting the focus of ritual from the dead to the living.
16305,religious_ideology,Humanistic_Buddhism,buddhism,Humanistic Buddhism is based on six core ,"Humanistic Buddhism is based on six core concepts, namely humanism, altruism, spiritual practices as part of daily life, joyfulness, timeliness and the universality of saving all beings."
16306,religious_ideology,Chinese_Esoteric_Buddhism,buddhism,Chinese Esoteric Buddhism refers to traditions of Tantra ,Chinese Esoteric Buddhism refers to traditions of Tantra and Esoteric Buddhism that have flourished among the Chinese people.
16307,religious_ideology,Newar_Buddhism,buddhism,Newar Buddhism is the form of Vajrayana ,"Newar Buddhism is the form of Vajrayana Buddhism practiced by the Newar people of the Kathmandu Valley, Nepal."
16308,religious_ideology,Newar_Buddhism,buddhism,Newar Buddhism is the form of Vajrayana ,"As a result, Newar Buddhism seems to preserve some aspects of Indian Buddhism that were not preserved in schools of Buddhism elsewhere."
16309,religious_ideology,Newar_Buddhism,buddhism,"As a result, Newar Buddhism seems to ","Newar Buddhism is the form of Vajrayana Buddhism practiced by the Newar people of the Kathmandu Valley, Nepal."
16310,religious_ideology,Newar_Buddhism,buddhism,"As a result, Newar Buddhism seems to ","As a result, Newar Buddhism seems to preserve some aspects of Indian Buddhism that were not preserved in schools of Buddhism elsewhere."
16311,religious_ideology,Indonesian_Esoteric_Buddhism,buddhism,Indonesian Esoteric Buddhism or Esoteric Buddhism in Maritime ,Indonesian Esoteric Buddhism or Esoteric Buddhism in Maritime Southeast Asia refers to the traditions of Esoteric Buddhism found in Maritime Southeast Asia which emerged in the 7th century along the maritime trade routes and port cities of the Indonesian islands of Java and Sumatra as well as in Malaysia.
16312,religious_ideology,Shingon_Buddhism,buddhism,Shingon Buddhism is one of the major ,"Shingon Buddhism is one of the major schools of Buddhism in Japan and one of the few surviving Vajrayana lineages in East Asia, originally spread from India to China through traveling monks such as Vajrabodhi and Amoghavajra."
16313,religious_ideology,Tendai_Buddhism,buddhism,Tendai Buddhism has several philosophical insights which ,Tendai Buddhism has several philosophical insights which allow for the reconciliation of Buddhist doctrine with aspects of Japanese culture such as Shinto and traditional aesthetics.
16314,religious_ideology,Tendai_Buddhism,buddhism,Tendai Buddhism has several philosophical insights which ,Tendai Buddhism claims that each and every sense phenomenon just as it is is the expression of Dharma.
16315,religious_ideology,Tendai_Buddhism,buddhism,Tendai Buddhism claims that each and every ,Tendai Buddhism has several philosophical insights which allow for the reconciliation of Buddhist doctrine with aspects of Japanese culture such as Shinto and traditional aesthetics.
16316,religious_ideology,Tendai_Buddhism,buddhism,Tendai Buddhism claims that each and every ,Tendai Buddhism claims that each and every sense phenomenon just as it is is the expression of Dharma.
16317,religious_ideology,Tibetan_Buddhism,buddhism,Tibetan Buddhism is the form of Buddhism ,Tibetan Buddhism is the form of Buddhism practiced in Tibet where it is the dominant philosophy.
16318,religious_ideology,Tibetan_Buddhism,buddhism,Tibetan Buddhism is the form of Buddhism ,Tibetan Buddhism is a form of Mahayana and Vajrayana Buddhism stemming from the latest stages of Indian Buddhism.
16319,religious_ideology,Tibetan_Buddhism,buddhism,Tibetan Buddhism is a form of Mahayana ,Tibetan Buddhism is the form of Buddhism practiced in Tibet where it is the dominant philosophy.
16320,religious_ideology,Tibetan_Buddhism,buddhism,Tibetan Buddhism is a form of Mahayana ,Tibetan Buddhism is a form of Mahayana and Vajrayana Buddhism stemming from the latest stages of Indian Buddhism.
16321,religious_ideology,Dalit_Buddhist_movement,buddhism,The Dalit Buddhist movement is a socio-religious movement ,The Dalit Buddhist movement is a socio-religious movement among Dalits in India which was started by B. R. Ambedkar.
16322,religious_ideology,Shambhala_Buddhism,buddhism,The term Shambhala Buddhism was introduced by ,"The term Shambhala Buddhism was introduced by Sakyong Mipham in the year 2000 to describe his presentation of the Shambhala teachings originally conceived by Chögyam Trungpa as secular practices for achieving an enlightened society, in concert with the Kagyu and Nyingma schools of Tibetan Buddhism."
16323,religious_ideology,Shambhala_Buddhism,buddhism,The term Shambhala Buddhism was introduced by ,"The shrine rooms in Shambhala Buddhism, reflecting the Zen aesthetic of Kanso or simplicity, tend to be sparsely furnished and decorated, whereas traditional Tibetan Buddhist shrine rooms are elaborate, ornate, and colorful."
16324,religious_ideology,Shambhala_Buddhism,buddhism,"The shrine rooms in Shambhala Buddhism, reflecting ","The term Shambhala Buddhism was introduced by Sakyong Mipham in the year 2000 to describe his presentation of the Shambhala teachings originally conceived by Chögyam Trungpa as secular practices for achieving an enlightened society, in concert with the Kagyu and Nyingma schools of Tibetan Buddhism."
16325,religious_ideology,Shambhala_Buddhism,buddhism,"The shrine rooms in Shambhala Buddhism, reflecting ","The shrine rooms in Shambhala Buddhism, reflecting the Zen aesthetic of Kanso or simplicity, tend to be sparsely furnished and decorated, whereas traditional Tibetan Buddhist shrine rooms are elaborate, ornate, and colorful."
16326,religious_ideology,Diamond_Way_Buddhism,buddhism,Diamond Way Buddhism is a lay organization within ,Diamond Way Buddhism is a lay organization within the Karma Kagyu school of Tibetan Buddhism.
16327,religious_ideology,Triratna_Buddhist_Community,buddhism,The Triratna Buddhist Community) is an international fellowship ,"The Triratna Buddhist Community) is an international fellowship of Buddhists, and others who aspire to its path of mindfulness."
16328,religious_ideology,True_Buddha_School,buddhism,The True Buddha School  is a new ,The True Buddha School  is a new religious movement with Buddhist overtones based in Taiwan and parts of East Asia with influence from Sutrayana and Taoism.
16329,religious_ideology,True_Buddha_School,buddhism,The True Buddha School  is a new ,True Buddha School's funding relies heavily on donations.
16330,religious_ideology,True_Buddha_School,buddhism,True Buddha School's funding relies heavily on ,The True Buddha School  is a new religious movement with Buddhist overtones based in Taiwan and parts of East Asia with influence from Sutrayana and Taoism.
16331,religious_ideology,True_Buddha_School,buddhism,True Buddha School's funding relies heavily on ,True Buddha School's funding relies heavily on donations.
16332,religious_ideology,Buddhism_by_country,buddhism,This list of Buddhism by country shows the ,"This list of Buddhism by country shows the distribution of the Buddhist religion, practiced by about 500 million people as of the 2010s, representing 7% to 8% of the world's total population."
16333,religious_ideology,Buddhist_modernism,buddhism,Buddhist modernism are new movements based on ,Buddhist modernism are new movements based on modern era reinterpretations of Buddhism.
16334,religious_ideology,Buddhist_modernism,buddhism,Buddhist modernism are new movements based on ,"Some advocates of Buddhist modernism claim their new interpretations to be original teachings of the Buddha, and state that the core doctrines and traditional practices found in Theravada, Mahayana and Vajrayana Buddhism are extraneous accretions that were interpolated and introduced after Buddha died."
16335,religious_ideology,Buddhist_modernism,buddhism,Some advocates of Buddhist modernism claim their ,Buddhist modernism are new movements based on modern era reinterpretations of Buddhism.
16336,religious_ideology,Buddhist_modernism,buddhism,Some advocates of Buddhist modernism claim their ,"Some advocates of Buddhist modernism claim their new interpretations to be original teachings of the Buddha, and state that the core doctrines and traditional practices found in Theravada, Mahayana and Vajrayana Buddhism are extraneous accretions that were interpolated and introduced after Buddha died."
16337,religious_ideology,Sikhism,sikhism,"The core beliefs of Sikhism, articulated ","The core beliefs of Sikhism, articulated in the Guru Granth Sahib, include faith and meditation on the name of the one creator; divine unity and equality of all humankind; engaging in seva; striving for justice for the benefit and prosperity of all; and honest conduct and livelihood while living a householder's life."
16338,religious_ideology,Sikhism,sikhism,"The core beliefs of Sikhism, articulated ","Following this standard, Sikhism rejects claims that any particular religious tradition has a monopoly on Absolute Truth.Sikhism emphasizes simran, which can be expressed musically through kirtan, or internally through naam japna as a means to feel God's presence."
16339,religious_ideology,Sikhism,sikhism,"Following this standard, Sikhism rejects claims ","The core beliefs of Sikhism, articulated in the Guru Granth Sahib, include faith and meditation on the name of the one creator; divine unity and equality of all humankind; engaging in seva; striving for justice for the benefit and prosperity of all; and honest conduct and livelihood while living a householder's life."
16340,religious_ideology,Sikhism,sikhism,"Following this standard, Sikhism rejects claims ","Following this standard, Sikhism rejects claims that any particular religious tradition has a monopoly on Absolute Truth.Sikhism emphasizes simran, which can be expressed musically through kirtan, or internally through naam japna as a means to feel God's presence."
16341,religious_ideology,Sikh,sikhism,"Sikhs are people associated with Sikhism, ","Sikhs are people associated with Sikhism, a monotheistic religion that originated in the 15th century in the Punjab region of the Indian subcontinent, based on the revelation of Guru Nanak."
16342,religious_ideology,Sikh,sikhism,"Sikhs are people associated with Sikhism, ","The term Sikh has its origin in the Sanskrit śiṣya, meaning 'disciple' or 'student'."
16343,religious_ideology,Sikh,sikhism,The term Sikh has its origin ,"Sikhs are people associated with Sikhism, a monotheistic religion that originated in the 15th century in the Punjab region of the Indian subcontinent, based on the revelation of Guru Nanak."
16344,religious_ideology,Sikh,sikhism,The term Sikh has its origin ,"The term Sikh has its origin in the Sanskrit śiṣya, meaning 'disciple' or 'student'."
16345,religious_ideology,Nirankari_Sikh,sikhism,"Nirankari Sikhs are settled across contemporary India, ","Nirankari Sikhs are settled across contemporary India, with communities found from Srinagar to Kolkatta."
16346,religious_ideology,Nirankari_Sikh,sikhism,"Nirankari Sikhs are settled across contemporary India, ",The Nirankari Sikhs dispose of their dead in rivers in contrast to burial or cremation.One of the main differentiation of Nirankari from orthodox Sikh belief is the continuation of the line of human Gurus after Guru Gobind Singh.
16347,religious_ideology,Nirankari_Sikh,sikhism,The Nirankari Sikhs dispose of their dead ,"Nirankari Sikhs are settled across contemporary India, with communities found from Srinagar to Kolkatta."
16348,religious_ideology,Nirankari_Sikh,sikhism,The Nirankari Sikhs dispose of their dead ,The Nirankari Sikhs dispose of their dead in rivers in contrast to burial or cremation.One of the main differentiation of Nirankari from orthodox Sikh belief is the continuation of the line of human Gurus after Guru Gobind Singh.
16349,religious_ideology,Sects_of_Sikhism,sikhism,Sects of Sikhism are sub-traditions within Sikhism that ,"Sects of Sikhism are sub-traditions within Sikhism that believe in an alternate lineage of Gurus, or have a different interpretation of the Sikh scriptures, or believe in following a living guru, or other concepts that differ from the orthodox."
16350,religious_ideology,Sects_of_Sikhism,sikhism,Sects of Sikhism are sub-traditions within Sikhism that ,"The major historic sects of Sikhism, states Harjot Oberoi, have included Udasi, Nirmala, Nanakpanthi, Khalsa, Sahajdhari, Namdhari Kuka, Nirankari and Sarvaria.The early Sikh sects were Udasis  founded by Sri Chand – the elder son of Guru Nanak, and the Minas Prithi Chand – the elder son of Guru Ram Das respectively, in parallel to the official succession of the Sikh Gurus."
16351,religious_ideology,Sects_of_Sikhism,sikhism,"The major historic sects of Sikhism, states Harjot ","Sects of Sikhism are sub-traditions within Sikhism that believe in an alternate lineage of Gurus, or have a different interpretation of the Sikh scriptures, or believe in following a living guru, or other concepts that differ from the orthodox."
16352,religious_ideology,Sects_of_Sikhism,sikhism,"The major historic sects of Sikhism, states Harjot ","The major historic sects of Sikhism, states Harjot Oberoi, have included Udasi, Nirmala, Nanakpanthi, Khalsa, Sahajdhari, Namdhari Kuka, Nirankari and Sarvaria.The early Sikh sects were Udasis  founded by Sri Chand – the elder son of Guru Nanak, and the Minas Prithi Chand – the elder son of Guru Ram Das respectively, in parallel to the official succession of the Sikh Gurus."
16353,religious_ideology,Atheism,atheism,"Atheism is, in the broadest sense, ","Atheism is, in the broadest sense, an absence of belief in the existence of deities."
16354,religious_ideology,Atheism,atheism,"Atheism is, in the broadest sense, ","Less broadly, atheism is a rejection of the belief that any deities exist."
16355,religious_ideology,Atheism,atheism,"Less broadly, atheism is a rejection ","Atheism is, in the broadest sense, an absence of belief in the existence of deities."
16356,religious_ideology,Atheism,atheism,"Less broadly, atheism is a rejection ","Less broadly, atheism is a rejection of the belief that any deities exist."
