,domain,name,category,prompts,wikipedia
3948,political_ideology,Prussian_socialism,socialism,"Landa describes Spengler's ""Prussian Socialism"" as ""working ","Landa describes Spengler's ""Prussian Socialism"" as ""working a whole lot, for the absolute minimum, but — and this is a vital aspect — being happy about it."""
3949,political_ideology,Guild_socialism,socialism,Guild socialism is a political movement advocating ,"Guild socialism is a political movement advocating workers' control of industry through the medium of trade-related guilds ""in an implied contractual relationship with the public""."
3950,political_ideology,Guild_socialism,socialism,Guild socialism is a political movement advocating ,"The theory of guild socialism was developed and popularised by G. D. H. Cole who formed the National Guilds League in 1915 and published several books on guild socialism, including Self-Government in Industry and Guild Socialism Restated."
3951,political_ideology,Guild_socialism,socialism,The theory of guild socialism was developed ,"Guild socialism is a political movement advocating workers' control of industry through the medium of trade-related guilds ""in an implied contractual relationship with the public""."
3952,political_ideology,Guild_socialism,socialism,The theory of guild socialism was developed ,"The theory of guild socialism was developed and popularised by G. D. H. Cole who formed the National Guilds League in 1915 and published several books on guild socialism, including Self-Government in Industry and Guild Socialism Restated."
3953,political_ideology,Bourgeois_socialism,socialism,Bourgeois socialism or conservative socialism was a ,"Bourgeois socialism or conservative socialism was a term used by Karl Marx and Friedrich Engels in various pieces, including in The Communist Manifesto."
3954,political_ideology,Yellow_socialism,socialism,Yellow socialism was an economic system proposed ,"Yellow socialism was an economic system proposed in 1902 by Pierre Biétry, as an alternative to the ""Red socialism"" advocated in Marxism."
3955,political_ideology,Yellow_socialism,socialism,Yellow socialism was an economic system proposed ,"Yellow socialism was prominent until World War I, competing with Marxism for support among workers."
3956,political_ideology,Yellow_socialism,socialism,Yellow socialism was prominent until World War ,"Yellow socialism was an economic system proposed in 1902 by Pierre Biétry, as an alternative to the ""Red socialism"" advocated in Marxism."
3957,political_ideology,Yellow_socialism,socialism,Yellow socialism was prominent until World War ,"Yellow socialism was prominent until World War I, competing with Marxism for support among workers."
3958,political_ideology,Democratic_socialism,socialism,Democratic socialism is a political philosophy supporting ,"Democratic socialism is a political philosophy supporting political democracy within a socially owned economy, with a particular emphasis on economic democracy, workplace democracy and workers' self-management within a market socialist economy or some form of a decentralised planned socialist economy."
3959,political_ideology,Democratic_socialism,socialism,Democratic socialism is a political philosophy supporting ,Democratic socialism is what most socialists understand by the concept of socialism.
3960,political_ideology,Democratic_socialism,socialism,Democratic socialism is what most socialists understand ,"Democratic socialism is a political philosophy supporting political democracy within a socially owned economy, with a particular emphasis on economic democracy, workplace democracy and workers' self-management within a market socialist economy or some form of a decentralised planned socialist economy."
3961,political_ideology,Democratic_socialism,socialism,Democratic socialism is what most socialists understand ,Democratic socialism is what most socialists understand by the concept of socialism.
3962,political_ideology,Austrian_National_Socialism,socialism,Austrian National Socialism was a pan-German movement that ,Austrian National Socialism was a pan-German movement that was formed at the beginning of the 20th century.
3963,political_ideology,Liberal_socialism,socialism,Liberal socialism is a political philosophy that ,Liberal socialism is a political philosophy that incorporates liberal principles to socialism.
3964,political_ideology,Liberal_socialism,socialism,Liberal socialism is a political philosophy that ,Liberal socialism has been compared to modern social democracy as it supports a mixed economy that includes both private property and social ownership in capital goods.
3965,political_ideology,Liberal_socialism,socialism,Liberal socialism has been compared to modern ,Liberal socialism is a political philosophy that incorporates liberal principles to socialism.
3966,political_ideology,Liberal_socialism,socialism,Liberal socialism has been compared to modern ,Liberal socialism has been compared to modern social democracy as it supports a mixed economy that includes both private property and social ownership in capital goods.
3967,political_ideology,Socialism_of_the_21st_century,socialism,Socialism of the 21st century is an interpretation of socialist ,Socialism of the 21st century is an interpretation of socialist principles first advocated by German sociologist and political analyst Heinz Dieterich and taken up by a number of Latin American leaders.
3968,political_ideology,Socialism_of_the_21st_century,socialism,Socialism of the 21st century is an interpretation of socialist ,"Socialism of the 21st century has democratic socialist elements, but it primarily resembles Marxist revisionism.Leaders who have advocated for this form of socialism include Hugo Chávez of Venezuela, Néstor Kirchner of Argentina, Rafael Correa of Ecuador, Evo Morales of Bolivia and Luiz Inácio Lula da Silva of Brazil."
3969,political_ideology,Socialism_of_the_21st_century,socialism,"Socialism of the 21st century has democratic socialist elements, but ",Socialism of the 21st century is an interpretation of socialist principles first advocated by German sociologist and political analyst Heinz Dieterich and taken up by a number of Latin American leaders.
3970,political_ideology,Socialism_of_the_21st_century,socialism,"Socialism of the 21st century has democratic socialist elements, but ","Socialism of the 21st century has democratic socialist elements, but it primarily resembles Marxist revisionism.Leaders who have advocated for this form of socialism include Hugo Chávez of Venezuela, Néstor Kirchner of Argentina, Rafael Correa of Ecuador, Evo Morales of Bolivia and Luiz Inácio Lula da Silva of Brazil."
3971,political_ideology,Agrarian_socialism,socialism,Agrarian socialism is a political ideology which ,Agrarian socialism is a political ideology which combines an agrarian way of life with a socialist economic system.
3972,political_ideology,Religious_socialism,socialism,Religious socialism is any form of socialism ,Religious socialism is any form of socialism based on religious values.
3973,political_ideology,Buddhist_socialism,socialism,Buddhist socialism is a political ideology which ,Buddhist socialism is a political ideology which advocates socialism based on the principles of Buddhism.
3974,political_ideology,Gandhian_socialism,socialism,Gandhian socialism is the branch of socialism ,Gandhian socialism is the branch of socialism based on the nationalist interpretation of the theories of Mahatma Gandhi.
3975,political_ideology,Gandhian_socialism,socialism,Gandhian socialism is the branch of socialism ,Gandhian socialism generally centers on Hind Swaraj or Indian Home Rule authored by Gandhi.
3976,political_ideology,Gandhian_socialism,socialism,Gandhian socialism generally centers on Hind Swaraj ,Gandhian socialism is the branch of socialism based on the nationalist interpretation of the theories of Mahatma Gandhi.
3977,political_ideology,Gandhian_socialism,socialism,Gandhian socialism generally centers on Hind Swaraj ,Gandhian socialism generally centers on Hind Swaraj or Indian Home Rule authored by Gandhi.
3978,political_ideology,Islamic_socialism,socialism,Islamic socialism is a political philosophy that ,Islamic socialism is a political philosophy that incorporates Islamic principles to socialism.
3979,political_ideology,Islamic_socialism,socialism,Islamic socialism is a political philosophy that ,"In the modern era, Islamic socialism can be divided into two: a left-wing and a right-wing form."
3980,political_ideology,Islamic_socialism,socialism,"In the modern era, Islamic socialism can ",Islamic socialism is a political philosophy that incorporates Islamic principles to socialism.
3981,political_ideology,Islamic_socialism,socialism,"In the modern era, Islamic socialism can ","In the modern era, Islamic socialism can be divided into two: a left-wing and a right-wing form."
3982,political_ideology,Revolutionary_socialism,socialism,Revolutionary socialism is the socialist doctrine that ,Revolutionary socialism is the socialist doctrine that social revolution is necessary in order to bring about structural changes to society.
3983,political_ideology,Revolutionary_socialism,socialism,Revolutionary socialism is the socialist doctrine that ,"Revolutionary socialism encompasses multiple political and social movements that may define ""revolution"" differently from one another."
3984,political_ideology,Revolutionary_socialism,socialism,Revolutionary socialism encompasses multiple political and social ,Revolutionary socialism is the socialist doctrine that social revolution is necessary in order to bring about structural changes to society.
3985,political_ideology,Revolutionary_socialism,socialism,Revolutionary socialism encompasses multiple political and social ,"Revolutionary socialism encompasses multiple political and social movements that may define ""revolution"" differently from one another."
3986,political_ideology,Ethical_socialism,socialism,Ethical socialism is a political philosophy that ,"Ethical socialism is a political philosophy that appeals to socialism on ethical and moral grounds as opposed to economic, egoistic, and consumeristic grounds."
3987,political_ideology,Ethical_socialism,socialism,Ethical socialism is a political philosophy that ,Ethical socialism was an important ideology within the British Labour Party.
3988,political_ideology,Ethical_socialism,socialism,Ethical socialism was an important ideology within ,"Ethical socialism is a political philosophy that appeals to socialism on ethical and moral grounds as opposed to economic, egoistic, and consumeristic grounds."
3989,political_ideology,Ethical_socialism,socialism,Ethical socialism was an important ideology within ,Ethical socialism was an important ideology within the British Labour Party.
3990,political_ideology,African_socialism,socialism,African socialism is a belief in sharing ,"African socialism is a belief in sharing economic resources in a traditional African way, as distinct from classical socialism."
3991,political_ideology,African_socialism,socialism,African socialism is a belief in sharing ,"Julius Nyerere's perceived African socialism as being embedded within African culture largely due to its communitarian model, a feature of African lifestyle that had been severely changed during the period of colonisation, and therefore took it upon himself to reestablish it."
3992,political_ideology,African_socialism,socialism,Julius Nyerere's perceived African socialism as being ,"African socialism is a belief in sharing economic resources in a traditional African way, as distinct from classical socialism."
3993,political_ideology,African_socialism,socialism,Julius Nyerere's perceived African socialism as being ,"Julius Nyerere's perceived African socialism as being embedded within African culture largely due to its communitarian model, a feature of African lifestyle that had been severely changed during the period of colonisation, and therefore took it upon himself to reestablish it."
3994,political_ideology,Socialism_in_Tunisia,socialism,Socialism in Tunisia or Tunisian socialism is a ,Socialism in Tunisia or Tunisian socialism is a political philosophy that is shared by various political parties of the country.
3995,political_ideology,Socialism_in_Hong_Kong,socialism,Socialism in Hong Kong is a political trend taking ,Socialism in Hong Kong is a political trend taking root from Marxism and Leninism which was imported to Hong Kong and mainland China in the late 1910s and early 1920s.
3996,political_ideology,Socialism_in_Iran,socialism,Socialism in Iran or Iranian socialism is a ,Socialism in Iran or Iranian socialism is a political ideology that traces its beginnings to the 20th century and encompasses various political parties in the country.
3997,political_ideology,Socialism_in_Pakistan,socialism,Much of the remaining socialism in Pakistan today ,"Much of the remaining socialism in Pakistan today accedes to the idea of Islamic left, where the state would be run in a socialist set-up consistent with Islamic political principles, while other proponents demand pure socialism."
3998,political_ideology,Criticism_of_socialism,socialism,Criticism of socialism is any critique of socialist ,Criticism of socialism is any critique of socialist models of economic organization and their feasibility as well as the political and social implications of adopting such a system.
3999,political_ideology,Types_of_socialism,socialism,Types of socialism include a range of economic ,Types of socialism include a range of economic and social systems characterised by social ownership and democratic control of the means of production and organizational self-management of enterprises as well as the political theories and movements associated with socialism.
4000,political_ideology,Arab_socialism,socialism,Arab socialism is a political ideology based ,Arab socialism is a political ideology based on the combination of Pan-Arabism and socialism.
4001,political_ideology,Arab_socialism,socialism,Arab socialism is a political ideology based ,"Arab socialism is distinct from the much broader tradition of socialist thought in the Arab world, which predates Arab socialism by as much as fifty years."
4002,political_ideology,Arab_socialism,socialism,Arab socialism is distinct from the much ,Arab socialism is a political ideology based on the combination of Pan-Arabism and socialism.
4003,political_ideology,Arab_socialism,socialism,Arab socialism is distinct from the much ,"Arab socialism is distinct from the much broader tradition of socialist thought in the Arab world, which predates Arab socialism by as much as fifty years."
4004,political_ideology,Socialism_in_One_Country,socialism,Socialism in one country (Russian: социали́зм в отде́льно взя́той ,"Socialism in one country (Russian: социали́зм в отде́льно взя́той стране́, tr."
4005,political_ideology,Socialism_in_One_Country,socialism,Socialism in one country (Russian: социали́зм в отде́льно взя́той ,and the Soviet Union adopted socialism in one country as state policy after Stalin's January 1926 article On the Issues of Leninism.
4006,political_ideology,Socialism_in_One_Country,socialism,and the Soviet Union adopted socialism in one country ,"Socialism in one country (Russian: социали́зм в отде́льно взя́той стране́, tr."
4007,political_ideology,Socialism_in_One_Country,socialism,and the Soviet Union adopted socialism in one country ,and the Soviet Union adopted socialism in one country as state policy after Stalin's January 1926 article On the Issues of Leninism.
4008,political_ideology,Market_socialism,socialism,Market socialism is a type of economic ,"Market socialism is a type of economic system involving the public, cooperative or social ownership of the means of production in the framework of a market economy."
4009,political_ideology,Market_socialism,socialism,Market socialism is a type of economic ,Market socialism differs from non-market socialism in that the market mechanism is utilized for the allocation of capital goods and the means of production.
4010,political_ideology,Market_socialism,socialism,Market socialism differs from non-market socialism in ,"Market socialism is a type of economic system involving the public, cooperative or social ownership of the means of production in the framework of a market economy."
4011,political_ideology,Market_socialism,socialism,Market socialism differs from non-market socialism in ,Market socialism differs from non-market socialism in that the market mechanism is utilized for the allocation of capital goods and the means of production.
4012,political_ideology,Ricardian_socialism,socialism,Ricardian socialism is a branch of classical ,Ricardian socialism is a branch of classical economic thought based upon the work of the economist David Ricardo.
4013,political_ideology,Municipal_socialism,socialism,Municipal socialism refers to various historical—and contemporary—movements ,Municipal socialism refers to various historical—and contemporary—movements to use local government to further socialist aims.
4014,political_ideology,Municipal_socialism,socialism,Municipal socialism refers to various historical—and contemporary—movements ,"A chapter on ""municipal socialism"" appears in Class in America: an Encyclopedia:The heyday of municipal socialism is generally considered to have been from 1901 to 1917...In 1911 there were seventy-three Cities with socialist mayors, and over 1,200 other socialist elected officials across the nation."
4015,political_ideology,Municipal_socialism,socialism,"A chapter on ""municipal socialism"" appears in ",Municipal socialism refers to various historical—and contemporary—movements to use local government to further socialist aims.
4016,political_ideology,Municipal_socialism,socialism,"A chapter on ""municipal socialism"" appears in ","A chapter on ""municipal socialism"" appears in Class in America: an Encyclopedia:The heyday of municipal socialism is generally considered to have been from 1901 to 1917...In 1911 there were seventy-three Cities with socialist mayors, and over 1,200 other socialist elected officials across the nation."
4017,political_ideology,Scientific_socialism,socialism,Scientific socialism is a term coined in ,Scientific socialism is a term coined in 1840 by Pierre-Joseph Proudhon in his Property is theft!
4018,political_ideology,Scientific_socialism,socialism,Scientific socialism is a term coined in ,"The distinction between Utopian and scientific socialism originated with Marx, who criticized the Utopian characteristics of French socialism and English and Scottish political economy."
4019,political_ideology,Scientific_socialism,socialism,The distinction between Utopian and scientific socialism ,Scientific socialism is a term coined in 1840 by Pierre-Joseph Proudhon in his Property is theft!
4020,political_ideology,Scientific_socialism,socialism,The distinction between Utopian and scientific socialism ,"The distinction between Utopian and scientific socialism originated with Marx, who criticized the Utopian characteristics of French socialism and English and Scottish political economy."
4021,political_ideology,Committees_of_Correspondence_for_Democracy_and_Socialism,socialism,The Committees of Correspondence for Democracy and Socialism is a democratic socialist ,"The Committees of Correspondence for Democracy and Socialism is a democratic socialist group in the United States that originated in 1991 as the Committees of Correspondence, a moderate grouping in the Communist Party USA."
4022,political_ideology,Party_for_Socialism_and_Liberation,socialism,The Party for Socialism and Liberation is a communist party ,The Party for Socialism and Liberation is a communist party in the United States established in 2004 after a split in the Workers World Party.The PSL is running Gloria La Riva and Leonard Peltier in the 2020 United States presidential election.
4023,political_ideology,Voluntary_Socialism,socialism,Voluntary Socialism is a work of nonfiction ,Voluntary Socialism is a work of nonfiction by the American mutualist Francis Dashwood Tandy.
4024,political_ideology,Voluntary_Socialism,socialism,Voluntary Socialism is a work of nonfiction ,"In the preface to Voluntary Socialism, he declares his intent to ""give a complete outline of [Voluntaryism] in its most important bearings""."
4025,political_ideology,Voluntary_Socialism,socialism,"In the preface to Voluntary Socialism, he ",Voluntary Socialism is a work of nonfiction by the American mutualist Francis Dashwood Tandy.
4026,political_ideology,Voluntary_Socialism,socialism,"In the preface to Voluntary Socialism, he ","In the preface to Voluntary Socialism, he declares his intent to ""give a complete outline of [Voluntaryism] in its most important bearings""."
4027,political_ideology,Socialism_in_Canada,socialism,Socialism in Canada has a long history and ,Socialism in Canada has a long history and along with conservatism and liberalism is a political force in Canada.Canada's socialist movement is believed to have originated in Western Canada.
4028,political_ideology,Socialism_in_Bangladesh,socialism,Socialism in Bangladesh differs from socialist countries where ,Socialism in Bangladesh differs from socialist countries where all the means of production are owned socially.
4029,political_ideology,Socialism_in_India,socialism,Socialism in India is a political movement founded ,"Socialism in India is a political movement founded early in the 20th century, as a part of the broader Indian independence movement against the colonial British Raj."
4030,political_ideology,Freedom_and_Socialism_Party,socialism,The Freedom and Socialism Party is a Kurdish-based democratic ,The Freedom and Socialism Party is a Kurdish-based democratic socialist and federalist political party in Turkey.
4031,political_ideology,Burmese_Way_to_Socialism,socialism,The Burmese Way to Socialism refers to the ideology ,The Burmese Way to Socialism refers to the ideology of the military dictatorship in Burma under the Burma Socialist Programme Party from 1962 to 1988.
4032,political_ideology,Burmese_Way_to_Socialism,socialism,The Burmese Way to Socialism refers to the ideology ,"The Burmese Way to Socialism was characterized by totalitarianism, superstition, xenophobia, sinophobia, and the rejection of Cold War politics."
4033,political_ideology,Burmese_Way_to_Socialism,socialism,"The Burmese Way to Socialism was characterized by totalitarianism, ",The Burmese Way to Socialism refers to the ideology of the military dictatorship in Burma under the Burma Socialist Programme Party from 1962 to 1988.
4034,political_ideology,Burmese_Way_to_Socialism,socialism,"The Burmese Way to Socialism was characterized by totalitarianism, ","The Burmese Way to Socialism was characterized by totalitarianism, superstition, xenophobia, sinophobia, and the rejection of Cold War politics."
4035,political_ideology,Popular_socialism,socialism,Popular socialism or people's socialism is a ,Popular socialism or people's socialism is a distinct form of socialism in different various countries.
4036,political_ideology,Socialism_in_Australia,socialism,Socialism in Australia dates back to the earliest ,Socialism in Australia dates back to the earliest pioneers of the area in the late 19th century.
4037,political_ideology,Socialism_in_Australia,socialism,Socialism in Australia dates back to the earliest ,"Notions of socialism in Australia have taken many different forms including the utopian nationalism of Edward Bellamy, the Marxism of parties such as the Communist Party of Australia, and the democratic socialist reformist electoral project of the early Australian Labor Party."
4038,political_ideology,Socialism_in_Australia,socialism,Notions of socialism in Australia have taken many ,Socialism in Australia dates back to the earliest pioneers of the area in the late 19th century.
4039,political_ideology,Socialism_in_Australia,socialism,Notions of socialism in Australia have taken many ,"Notions of socialism in Australia have taken many different forms including the utopian nationalism of Edward Bellamy, the Marxism of parties such as the Communist Party of Australia, and the democratic socialist reformist electoral project of the early Australian Labor Party."
4040,political_ideology,Melanesian_socialism,socialism,The concept of Melanesian socialism was first ,"The concept of Melanesian socialism was first advocated by Father Walter Lini of the New Hebrides, who became the country's first Prime Minister upon its independence from France and the United Kingdom in 1980."
4041,political_ideology,Melanesian_socialism,socialism,The concept of Melanesian socialism was first ,Melanesian Socialism: Vanuatu's Quest for Self-definition.
4042,political_ideology,Melanesian_socialism,socialism,Melanesian Socialism: Vanuatu's Quest for ,"The concept of Melanesian socialism was first advocated by Father Walter Lini of the New Hebrides, who became the country's first Prime Minister upon its independence from France and the United Kingdom in 1980."
4043,political_ideology,Melanesian_socialism,socialism,Melanesian Socialism: Vanuatu's Quest for ,Melanesian Socialism: Vanuatu's Quest for Self-definition.
4044,political_ideology,Socialism_in_New_Zealand,socialism,Socialism in New Zealand had little traction in early ,Socialism in New Zealand had little traction in early colonial New Zealand but developed as a political movement around the beginning of the 20th century.
4045,political_ideology,Socialism_in_New_Zealand,socialism,Socialism in New Zealand had little traction in early ,On the Left: Essays on Socialism in New Zealand.
4046,political_ideology,Socialism_in_New_Zealand,socialism,On the Left: Essays on Socialism in New ,Socialism in New Zealand had little traction in early colonial New Zealand but developed as a political movement around the beginning of the 20th century.
4047,political_ideology,Socialism_in_New_Zealand,socialism,On the Left: Essays on Socialism in New ,On the Left: Essays on Socialism in New Zealand.
4048,political_ideology,National_Socialism_Association,socialism,The National Socialism Association is a far-right political ,"The National Socialism Association is a far-right political organization founded in Taiwan in September 2006 by Hsu Na-chi, at the time a 22-year-old female political science graduate of Soochow University."
4049,political_ideology,Socialism_in_Sri_Lanka,socialism,Socialism in Sri Lanka or Sri Lankan socialism is ,Socialism in Sri Lanka or Sri Lankan socialism is a political philosophy that is shared by various political parties of the country.
4050,political_ideology,Social_democracy,democracy,"Social democracy is a political, social and ","Social democracy is a political, social and economic philosophy within socialism that supports political and economic democracy."
4051,political_ideology,Social_democracy,democracy,"Social democracy is a political, social and ","By the 1920s, social democracy became the dominant political tendency along with communism within the international socialist movement, representing a form of democratic socialism with the aim of achieving socialism peacefully."
4052,political_ideology,Social_democracy,democracy,"By the 1920s, social democracy became the ","Social democracy is a political, social and economic philosophy within socialism that supports political and economic democracy."
4053,political_ideology,Social_democracy,democracy,"By the 1920s, social democracy became the ","By the 1920s, social democracy became the dominant political tendency along with communism within the international socialist movement, representing a form of democratic socialism with the aim of achieving socialism peacefully."
4054,political_ideology,Direct_democracy,democracy,Direct democracy or pure democracy is a ,Direct democracy or pure democracy is a form of democracy in which people decide on policy initiatives directly.
4055,political_ideology,Direct_democracy,democracy,Direct democracy or pure democracy is a ,"The theory and practice of direct democracy and participation as its common characteristic was the core of work of many theorists, philosophers and politicians, among whom the most important are Jean Jacques Rousseau, John Stuart Mill, and G.D.H."
4056,political_ideology,Direct_democracy,democracy,The theory and practice of direct democracy ,Direct democracy or pure democracy is a form of democracy in which people decide on policy initiatives directly.
4057,political_ideology,Direct_democracy,democracy,The theory and practice of direct democracy ,"The theory and practice of direct democracy and participation as its common characteristic was the core of work of many theorists, philosophers and politicians, among whom the most important are Jean Jacques Rousseau, John Stuart Mill, and G.D.H."
4058,political_ideology,Liberal_democracy,democracy,Liberal democracy is a liberal political ideology ,Liberal democracy is a liberal political ideology and a form of government in which representative democracy operates under the principles of classical liberalism.
4059,political_ideology,Liberal_democracy,democracy,Liberal democracy is a liberal political ideology ,A liberal democracy may take various constitutional forms as it may be a constitutional monarchy or a republic.
4060,political_ideology,Liberal_democracy,democracy,A liberal democracy may take various constitutional ,Liberal democracy is a liberal political ideology and a form of government in which representative democracy operates under the principles of classical liberalism.
4061,political_ideology,Liberal_democracy,democracy,A liberal democracy may take various constitutional ,A liberal democracy may take various constitutional forms as it may be a constitutional monarchy or a republic.
4062,political_ideology,Representative_democracy,democracy,"Representative democracy, also known as indirect democracy ","Representative democracy, also known as indirect democracy or representative government, is a type of democracy founded on the principle of elected officials representing a group of people, as opposed to direct democracy."
4063,political_ideology,Representative_democracy,democracy,"Representative democracy, also known as indirect democracy ","Representative democracy is a form of democracy in which people vote for representatives who then vote on policy initiatives as opposed to a direct democracy, a form of democracy in which people vote on policy initiatives directly."
4064,political_ideology,Representative_democracy,democracy,Representative democracy is a form of democracy ,"Representative democracy, also known as indirect democracy or representative government, is a type of democracy founded on the principle of elected officials representing a group of people, as opposed to direct democracy."
4065,political_ideology,Representative_democracy,democracy,Representative democracy is a form of democracy ,"Representative democracy is a form of democracy in which people vote for representatives who then vote on policy initiatives as opposed to a direct democracy, a form of democracy in which people vote on policy initiatives directly."
4066,political_ideology,Types_of_democracy,democracy,Types of democracy refers to pluralism of governing ,"Types of democracy refers to pluralism of governing structures such as governments and other constructs like workplaces, families, community associations, and so forth."
4067,political_ideology,Types_of_democracy,democracy,Types of democracy refers to pluralism of governing ,Types of democracy can cluster around values.
4068,political_ideology,Types_of_democracy,democracy,Types of democracy can cluster around ,"Types of democracy refers to pluralism of governing structures such as governments and other constructs like workplaces, families, community associations, and so forth."
4069,political_ideology,Types_of_democracy,democracy,Types of democracy can cluster around ,Types of democracy can cluster around values.
4070,political_ideology,Participatory_democracy,democracy,Participatory democracy or participative democracy emphasizes the ,Participatory democracy or participative democracy emphasizes the broad participation of constituents in the direction and operation of political systems.
4071,political_ideology,Participatory_democracy,democracy,Participatory democracy or participative democracy emphasizes the ,"However, participatory democracy tends to advocate more involved forms of citizen participation and greater political representation than traditional representative democracy."
4072,political_ideology,Participatory_democracy,democracy,"However, participatory democracy tends to advocate more ",Participatory democracy or participative democracy emphasizes the broad participation of constituents in the direction and operation of political systems.
4073,political_ideology,Participatory_democracy,democracy,"However, participatory democracy tends to advocate more ","However, participatory democracy tends to advocate more involved forms of citizen participation and greater political representation than traditional representative democracy."
4074,political_ideology,Christian_democracy,democracy,Christian democracy is a political ideology that ,"Christian democracy is a political ideology that emerged in 19th-century Europe under the influence of Catholic social teaching, as well as Neo-Calvinism."
4075,political_ideology,Christian_democracy,democracy,Christian democracy is a political ideology that ,"Christian democracy continues to be influential in Europe and Latin America, although it is also present in other parts of the world.In practice, Christian democracy is often considered centre-right on cultural, social and moral issues, and is a supporter of social conservatism, but it is considered centre-left ""with respect to economic and labor issues, civil rights, and foreign policy"" as well as the environment."
4076,political_ideology,Christian_democracy,democracy,Christian democracy continues to be influential in ,"Christian democracy is a political ideology that emerged in 19th-century Europe under the influence of Catholic social teaching, as well as Neo-Calvinism."
4077,political_ideology,Christian_democracy,democracy,Christian democracy continues to be influential in ,"Christian democracy continues to be influential in Europe and Latin America, although it is also present in other parts of the world.In practice, Christian democracy is often considered centre-right on cultural, social and moral issues, and is a supporter of social conservatism, but it is considered centre-left ""with respect to economic and labor issues, civil rights, and foreign policy"" as well as the environment."
4078,political_ideology,Belarusian_Christian_Democracy,democracy,The Belarusian Christian Democracy  is a Christian-democratic ,"The Belarusian Christian Democracy  is a Christian-democratic political party in Belarus, established in 2005, which claims to be continuation of a short-lived movement with the same name, which existed at the beginning of the 20th century."
4079,political_ideology,Christian_democracy_in_the_Netherlands,democracy,Christian democracy in the Netherlands is separated by roughly two ,Christian democracy in the Netherlands is separated by roughly two kinds of cleavages—religious cleavages and political cleavages—which sometimes coincide.
4080,political_ideology,Christian_democracy_in_the_Netherlands,democracy,Christian democracy in the Netherlands is separated by roughly two ,The Primacy of Domestic Politics: Christian Democracy in the Netherlands.
4081,political_ideology,Christian_democracy_in_the_Netherlands,democracy,The Primacy of Domestic Politics: Christian Democracy in the ,Christian democracy in the Netherlands is separated by roughly two kinds of cleavages—religious cleavages and political cleavages—which sometimes coincide.
4082,political_ideology,Christian_democracy_in_the_Netherlands,democracy,The Primacy of Domestic Politics: Christian Democracy in the ,The Primacy of Domestic Politics: Christian Democracy in the Netherlands.
4083,political_ideology,New_Gibraltar_Democracy,democracy,New Gibraltar Democracy was a conservative and Christian-democratic ,New Gibraltar Democracy was a conservative and Christian-democratic political party in Gibraltar founded in 2005 by Gibraltarian barrister Charles Gomez.
4084,political_ideology,Radical_democracy,democracy,"Radical democracy can be defined as ""a ","Radical democracy can be defined as ""a type of democracy that signals an ongoing concern with the radical extension of equality and liberty""."
4085,political_ideology,Radical_democracy,democracy,"Radical democracy can be defined as ""a ",Radical democracy is concerned with a radical extension of equality and freedom.
4086,political_ideology,Radical_democracy,democracy,Radical democracy is concerned with a radical ,"Radical democracy can be defined as ""a type of democracy that signals an ongoing concern with the radical extension of equality and liberty""."
4087,political_ideology,Radical_democracy,democracy,Radical democracy is concerned with a radical ,Radical democracy is concerned with a radical extension of equality and freedom.
4088,political_ideology,Illiberal_democracy,democracy,"An illiberal democracy, also called a partial ","An illiberal democracy, also called a partial democracy, flawed democracy, low intensity democracy, empty democracy or guided democracy, is a governing system in which although elections take place, citizens are cut off from knowledge about the activities of those who exercise real power because of the lack of civil liberties; thus it is not an ""open society""."
4089,political_ideology,Illiberal_democracy,democracy,"An illiberal democracy, also called a partial ","They argue that terms like ""illiberal democracy"" are inappropriate for some of these states because the term implies that these regimes are at their heart democracies that have gone wrong."
4090,political_ideology,Illiberal_democracy,democracy,"They argue that terms like ""illiberal democracy"" ","An illiberal democracy, also called a partial democracy, flawed democracy, low intensity democracy, empty democracy or guided democracy, is a governing system in which although elections take place, citizens are cut off from knowledge about the activities of those who exercise real power because of the lack of civil liberties; thus it is not an ""open society""."
4091,political_ideology,Illiberal_democracy,democracy,"They argue that terms like ""illiberal democracy"" ","They argue that terms like ""illiberal democracy"" are inappropriate for some of these states because the term implies that these regimes are at their heart democracies that have gone wrong."
4092,political_ideology,Totalitarian_democracy,democracy,Totalitarian democracy is a paradoxical term popularized ,"Totalitarian democracy is a paradoxical term popularized by Israeli historian J. L. Talmon to refer to a system of government in which lawfully elected representatives maintain the integrity of a nation state whose citizens, while granted the right to vote, have little or no participation in the decision-making process of the government."
4093,political_ideology,Totalitarian_democracy,democracy,Totalitarian democracy is a paradoxical term popularized ,"He posits that totalitarian democracy, or what he terms ""equality-oriented democracy,"" is founded on the idea that it is possible, and necessary, that the complete rights and freedoms of people ought not be held hostage to traditions and social arrangements."
4094,political_ideology,Totalitarian_democracy,democracy,"He posits that totalitarian democracy, or what ","Totalitarian democracy is a paradoxical term popularized by Israeli historian J. L. Talmon to refer to a system of government in which lawfully elected representatives maintain the integrity of a nation state whose citizens, while granted the right to vote, have little or no participation in the decision-making process of the government."
4095,political_ideology,Totalitarian_democracy,democracy,"He posits that totalitarian democracy, or what ","He posits that totalitarian democracy, or what he terms ""equality-oriented democracy,"" is founded on the idea that it is possible, and necessary, that the complete rights and freedoms of people ought not be held hostage to traditions and social arrangements."
4096,political_ideology,Conservative_democracy,democracy,Conservative democracy is a label coined by ,Conservative democracy is a label coined by the ruling Justice and Development Party of Turkey to describe Islamic democracy.
